mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
22	21	169/4	169/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	262									58				
22	21	85/2	85/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	263									58				
22	21	171/4	171/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	264													
23	22	43	43	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	265									59				
23	22	87/2	87/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	266													
23	22	265/6	265/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	267									60				
23	22	133/3	133/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	268									60				
23	22	89/2	89/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	269									60				
23	22	134/3	134/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	270									60				
23	22	269/6	269/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	271													
23	22	43	43	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	272									61				
23	22	173/4	173/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	273									61				
23	22	87/2	87/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	274									61				
23	22	175/4	175/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	275													
23	22	44	44	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	276									62				
23	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	277									62				
23	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	278									62				
23	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	279													
24	23	45	45	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	280									63				
24	23	271/6	271/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	281									63				
24	23	136/3	136/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	282									63				
24	23	91/2	91/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	283									63				
24	23	137/3	137/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	284									63				
24	23	275/6	275/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	285													
24	23	46	46	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	286									64				
24	23	277/6	277/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	287									64				
24	23	139/3	139/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	288									64				
24	23	93/2	93/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	289									64				
24	23	140/3	140/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	290									64				
24	23	281/6	281/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	291													
24	23	45	45	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	292									65				
24	23	181/4	181/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	293									65				
24	23	91/2	91/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	294									65				
24	23	183/4	183/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	295													
24	23	46	46	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	296									66				
24	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	297									66				
24	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	298									66				
24	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	299													
25	24	47	47	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	300									67				
25	24	283/6	283/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	301									67				
25	24	142/3	142/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	302									67				
25	24	95/2	95/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	303									67				
25	24	143/3	143/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	304									67				
25	24	287/6	287/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	305													
25	24	48	48	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	306													
25	24	289/6	289/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	307													
25	24	145/3	145/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	308													
25	24	97/2	97/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	309													
25	24	389/8	389/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	310													
25	24	195/4	195/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	311													
25	24	391/8	391/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	312													
25	24	47	47	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	313													
26	25	49	49	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	314													
26	25	99/2	99/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	315													
26	25	50	50	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	316													
26	25	101/2	101/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	317													
27	26	51	51	0.0	0	0	Dynamic	2/4	1	1	0					p												
27	26	51	51	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	318									68				
27	26	207/4	207/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	319													
27	26	52	52	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	320									69				
27	26	211/4	211/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	321													
27	26	205/4	205/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	322									70				
27	26	103/2	103/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	323													
27	26	209/4	209/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	324									71				
27	26	105/2	105/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	325													
28	27	53	53	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	326									72				
28	27	215/4	215/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	327													
28	27	54	54	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	328									73				
28	27	217/4	217/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	329													
28	27	109/2	109/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	330									74				
28	27	219/4	219/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	331													
28	27	213/4	213/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	332									75				
28	27	107/2	107/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	333													
29	28	55	55	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	334									76				
29	28	221/4	221/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	335													
29	28	111/2	111/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	336									77				
29	28	223/4	223/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	337													
29	28	56	56	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	338									78				
29	28	225/4	225/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	339													
29	28	113/2	113/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	340									79				
29	28	227/4	227/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	341													
30	29	57	57	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	342									80				
30	29	58	58	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	343													
30	29	115/2	115/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	344		articStaccatoAbove											
30	29	58	58	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	345		articStaccatoAbove											
30	29	117/2	117/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	346		articStaccatoAbove											
31	30	59	59	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	347									81				
31	30	239/4	239/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	348													
31	30	60	60	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	349									82				
31	30	243/4	243/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	350													
31	30	237/4	237/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	351									83				
31	30	119/2	119/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	352													
31	30	241/4	241/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	353									84				
31	30	121/2	121/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	354													
32	31	61	61	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	355									85				
32	31	247/4	247/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	356													
32	31	62	62	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	357									86				
32	31	249/4	249/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	358													
32	31	125/2	125/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	359									87				
32	31	251/4	251/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	360													
32	31	245/4	245/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	361									88				
32	31	123/2	123/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	362													
33	32	63	63	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	363									89				
33	32	253/4	253/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	364													
33	32	127/2	127/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	365									90				
33	32	255/4	255/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	366													
33	32	64	64	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	367									91				
33	32	257/4	257/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	368													
33	32	129/2	129/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	369									92				
33	32	259/4	259/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	370													
34	33	65	65	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	371									93				
34	33	131/2	131/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	372									93				
34	33	66	66	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	373									93				
34	33	133/2	133/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	374													
34	33	261/4	261/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	375									94				
34	33	131/2	131/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	376									94				
34	33	263/4	263/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	377									94				
34	33	66	66	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	378									94				
34	33	265/4	265/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	379									94				
34	33	133/2	133/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	380									94				
34	33	267/4	267/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	381													
35	34	67	67	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	382									95				
35	34	135/2	135/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	383									95				
35	34	68	68	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	384									95				
35	34	137/2	137/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	385													
35	34	269/4	269/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	386									96				
35	34	135/2	135/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	387									96				
35	34	271/4	271/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	388									96				
35	34	68	68	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	389									96				
35	34	273/4	273/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	390									96				
35	34	137/2	137/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	391									96				
35	34	275/4	275/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	392													
36	35	69	69	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	393									97				
36	35	139/2	139/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	394									97				
36	35	70	70	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	395									97				
36	35	141/2	141/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	396													
36	35	69	69	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	397													
36	35	277/4	277/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	398													
36	35	139/2	139/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	399													
36	35	279/4	279/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	400													
36	35	70	70	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	401													
36	35	281/4	281/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	402													
36	35	141/2	141/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	403													
36	35	283/4	283/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	404													
36	35	69	69	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	405									98				
36	35	70	70	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	406													
37	36	71	71	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	407													
37	36	71	71	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	408									99				
37	36	285/4	285/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	409									99				
37	36	143/2	143/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	410									99				
37	36	287/4	287/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	411									99				
37	36	72	72	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	412									99				
37	36	289/4	289/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	413									99				
37	36	145/2	145/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	414									99				
37	36	291/4	291/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	415													
38	37	73	73	0.0	0	0	Spanner	2/4	1	1	0																	0
38	37	73	73	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	416									100				0
38	37	147/2	147/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													100				
38	37	147/2	147/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	417									100				
38	37	74	74	0.0	1/4	1/4	Spanner	2/4	1	1	0													100	0			
38	37	74	74	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	418									100	0			
38	37	149/2	149/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
38	37	149/2	149/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	419													
38	37	73	73	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	420									101				
38	37	293/4	293/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	421									101				
38	37	147/2	147/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	422									101				
38	37	295/4	295/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	423									101				
38	37	74	74	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	424									101				
38	37	297/4	297/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	425									101				
38	37	149/2	149/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	426									101				
38	37	299/4	299/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	427													
39	38	75	75	0.0	0	0	Spanner	2/4	1	1	0																	1
39	38	75	75	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	428									102				1
39	38	151/2	151/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													102				
39	38	151/2	151/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	429									102				
39	38	76	76	0.0	1/4	1/4	Spanner	2/4	1	1	0													102	1			
39	38	76	76	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	430									102	1			
39	38	153/2	153/2	0.0	3/8	3/8	Spanner	2/4	1	1	0													102				
39	38	153/2	153/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	431									102				
39	38	75	75	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	432									103				
39	38	301/4	301/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	433									103				
39	38	151/2	151/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	434									103				
39	38	303/4	303/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	435									103				
39	38	76	76	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	436									103				
39	38	305/4	305/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	437									103				
39	38	153/2	153/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	438									103				
39	38	307/4	307/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	439													
40	39	77	77	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
40	39	77	77	0.0	0	0	Spanner	2/4	1	1	0															3		
40	39	77	77	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	440											3		
40	39	155/2	155/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																	
40	39	155/2	155/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	441													
40	39	157/2	157/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	442													
40	39	77	77	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	443									104				
40	39	309/4	309/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	444									104				
40	39	155/2	155/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	445									104				
40	39	311/4	311/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	446									104				
40	39	78	78	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	447									104				
40	39	313/4	313/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	448									104				
40	39	157/2	157/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	449									104				
40	39	315/4	315/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	450									104				
41	40	79	79	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	451		articStaccatoAbove							105				
41	40	159/2	159/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	452		articStaccatoAbove							105				
41	40	80	80	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	453		articStaccatoAbove							105				
41	40	161/2	161/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	454		articStaccatoAbove											
41	40	79	79	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	455									104				
41	40	317/4	317/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	456									104				
41	40	159/2	159/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	457									104				
41	40	319/4	319/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	458									104				
41	40	80	80	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	459									104				
41	40	321/4	321/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	460									104				
41	40	161/2	161/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	461									104				
41	40	323/4	323/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	462													
42	41	81	81	0.0	0	0	Dynamic	2/4	1	1	0					p												
42	41	81	81	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	463													
42	41	649/8	649/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	464													
42	41	325/4	325/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	465													
42	41	651/8	651/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	466													
42	41	163/2	163/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	467													
42	41	653/8	653/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	468													
42	41	327/4	327/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	469													
42	41	655/8	655/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	470													
42	41	82	82	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	471													
42	41	657/8	657/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	472													
42	41	329/4	329/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	473													
42	41	659/8	659/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	474													
42	41	165/2	165/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	475													
42	41	661/8	661/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	476													
42	41	331/4	331/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	477													
42	41	663/8	663/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	478													
42	41	81	81	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	479													
42	41	82	82	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	480													
43	42	83	83	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	481													
43	42	665/8	665/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	482													
43	42	333/4	333/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	483													
43	42	667/8	667/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	484													
43	42	167/2	167/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							cresc.										
43	42	167/2	167/2	0.0	1/8	1/8	Spanner	2/4	1	1	0															4		
43	42	167/2	167/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	485											4		
43	42	669/8	669/8	0.0	5/32	5/32	Spanner	2/4	1	1	0																	
43	42	669/8	669/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	486													
43	42	335/4	335/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	487													
43	42	671/8	671/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	488													
43	42	84	84	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	489													
43	42	673/8	673/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	490													
43	42	337/4	337/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	491													
43	42	675/8	675/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	492													
43	42	169/2	169/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	493													
43	42	677/8	677/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	494													
43	42	339/4	339/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	495													
43	42	679/8	679/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	496													
43	42	83	83	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	497													
43	42	84	84	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	498													
44	43	85	85	0.0	0	0	Dynamic	2/4	1	1	0					f												
44	43	85	85	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	499													
44	43	681/8	681/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	500													
44	43	341/4	341/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	501													
44	43	683/8	683/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	502													
44	43	171/2	171/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	503													
44	43	685/8	685/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	504													
44	43	343/4	343/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	505													
44	43	687/8	687/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	506													
44	43	86	86	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	507													
44	43	689/8	689/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	508													
44	43	345/4	345/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	509													
44	43	691/8	691/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	510													
44	43	173/2	173/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	511													
44	43	693/8	693/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	512													
44	43	347/4	347/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	513													
44	43	695/8	695/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	514													
44	43	85	85	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	515													
45	44	87	87	0.0	0	0	Dynamic	2/4	1	1	0					sf												
45	44	87	87	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	516									106				
45	44	88	88	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	517													
45	44	87	87	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	518									107				
45	44	88	88	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	519													
45	44	87	87	2.0	0	0	Chord	2/4	2	3	1/2		1/2	1	520													
46	45	89	89	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	521													
46	45	713/8	713/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	522													
46	45	357/4	357/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	523													
46	45	715/8	715/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	524													
46	45	179/2	179/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	525													
46	45	717/8	717/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	526													
46	45	359/4	359/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	527													
