mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
84	82	243	243	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	680															
84	82	244	244	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	681															
85	83	245	245	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	682															
85	83	246	246	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	683															
85	83	245	245	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	684															
85	83	246	246	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	685															
86	84	247	247	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	686															
86	84	248	248	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	687															
86	84	247	247	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	688															
86	84	248	248	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	689															
87	85	249	249	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	690															
87	85	250	250	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	691															
87	85	249	249	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	692															
87	85	250	250	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	693															
88	86	251	251	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	694															
88	86	252	252	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	695															
88	86	251	251	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	696															
88	86	252	252	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	697															
89	87	253	253	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	698															
89	87	254	254	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	699															
89	87	253	253	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	700															
89	87	254	254	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	701															
90	88	255	255	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	702															
90	88	255	255	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	703															
91	89	257	257	0.0	0	0	Spanner	2/4	1	1	0																6		
91	89	515/2	515/2	0.0	1/8	1/8	SystemText	2/4	1	1	0					"<i><font size=""12""/>-            -            -            -              -             -           -           -           -           -          -          -              -</i>"											6		
91	89	515/2	515/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	704													6		
91	89	517/2	517/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	705													6		
91	89	257	257	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	706															
91	89	258	258	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	707															
92	90	519/2	519/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	708													6		
92	90	521/2	521/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	709													6		
92	90	259	259	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	710															
92	90	260	260	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	711															
93	91	523/2	523/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	712													6		
93	91	525/2	525/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	713													6		
93	91	261	261	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	714															
93	91	262	262	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	715															
94	92	527/2	527/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	716													6		
94	92	529/2	529/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	717													6		
94	92	263	263	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	718															
94	92	264	264	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	719															
95	93	531/2	531/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	720													6		
95	93	533/2	533/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	721													6		
95	93	265	265	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	722															
95	93	266	266	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	723															
96	94	535/2	535/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	724													6		
96	94	537/2	537/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	725													6		
96	94	267	267	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	726															
96	94	268	268	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	727															
97	95	539/2	539/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	728													6		
97	95	541/2	541/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	729													6		
97	95	269	269	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	730															
97	95	270	270	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	731															
98	96	271	271	0.0	0	0	SystemText	2/4	1	1	0					"<i><font size=""12""/>-         -         -</i>"											6		
98	96	543/2	543/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	732													6		
98	96	545/2	545/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	733													6		
98	96	271	271	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	734															
98	96	272	272	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	735															
99	97	273	273	0.0	0	0	Dynamic	2/4	1	1	0				ff														
99	97	273	273	0.0	0	0	Spanner	2/4	1	1	0																		
99	97	273	273	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	736															
99	97	274	274	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	737															
99	97	273	273	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	738															
99	97	547/2	547/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	739															
99	97	274	274	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	740															
99	97	549/2	549/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	741															
100	98	275	275	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	742															
100	98	276	276	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	743															
100	98	275	275	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	744															
100	98	551/2	551/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	745															
100	98	276	276	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	746															
100	98	553/2	553/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	747															
101	99	277	277	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	748															
101	99	278	278	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	749															
101	99	277	277	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	750															
101	99	555/2	555/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	751															
101	99	278	278	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	752															
101	99	557/2	557/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	753															
102	100	279	279	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	754															
102	100	280	280	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	755															
102	100	279	279	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	756															
102	100	559/2	559/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	757															
102	100	280	280	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	758															
102	100	561/2	561/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	759															
103	101	281	281	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	760															
103	101	282	282	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	761															
103	101	281	281	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	762															
103	101	563/2	563/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	763															
103	101	282	282	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	764															
103	101	565/2	565/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	765															
104	102	283	283	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	766															
104	102	284	284	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	767															
104	102	283	283	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	768															
104	102	567/2	567/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	769															
104	102	284	284	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	770															
104	102	569/2	569/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	771															
105	103	285	285	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	772															
105	103	286	286	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	773															
105	103	285	285	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	774															
105	103	571/2	571/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	775															
105	103	286	286	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	776															
105	103	573/2	573/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	777															
106	104	287	287	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	778															
106	104	287	287	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	779															
107	105	289	289	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	780															
107	105	290	290	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	781															
107	105	289	289	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	782															
107	105	579/2	579/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	783															
107	105	290	290	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	784															
107	105	581/2	581/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	785															
108	106	291	291	0.0	0	0	Dynamic	2/4	1	1	0				sf														
108	106	291	291	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	786															
108	106	292	292	0.0	1/4	1/4	Dynamic	2/4	2	1	0				sf														
108	106	292	292	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	787															
109	107	293	293	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=280	280.0	𝅘𝅥	280.0	0.0								
109	107	293	293	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	788															
109	107	293	293	0.0	0	0	Dynamic	2/4	2	1	0				sf														
109	107	294	294	0.0	1/4	1/4	Dynamic	2/4	2	1	0				sf														
109	107	294	294	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	789															
110	108	295	295	0.0	0	0	Dynamic	2/4	1	1	0				sf														
110	108	295	295	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=270	270.0	𝅘𝅥	270.0	0.0								
110	108	295	295	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	790															
110	108	296	296	0.0	1/4	1/4	Dynamic	2/4	2	1	0				sf														
110	108	296	296	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	791															
111	109	297	297	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=260	260.0	𝅘𝅥	260.0	0.0								
111	109	297	297	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	792															
111	109	297	297	0.0	0	0	Dynamic	2/4	2	1	0				sf														
111	109	298	298	0.0	1/4	1/4	Dynamic	2/4	2	1	0				sf														
111	109	298	298	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	793															
112	110	299	299	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=250	250.0	𝅘𝅥	250.0	0.0								
112	110	299	299	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	794															
112	110	299	299	0.0	0	0	Dynamic	2/4	2	1	0				sf														
112	110	300	300	0.0	1/4	1/4	Dynamic	2/4	2	1	0				sf														
112	110	300	300	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	795															
113	111	301	301	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=240	240.0	𝅘𝅥	240.0	0.0								
113	111	301	301	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	796															
113	111	301	301	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	797															
114	112	303	303	0.0	0	0	SystemText	2/4	1	1	0					"<b><font size=""12""/>Prestissimo.</b>"													
114	112	303	303	0.0	0	0	SystemText	2/4	1	1	0					on the beginning of new page!													
114	112	303	303	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0								
114	112	303	303	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	798															
114	112	303	303	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	799															
115	112	304	304	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=280	280.0	𝅘𝅥	280.0	0.0								
115	112	307	307	0.3333333333333333	3/4	3/4	Chord	2/4	1	1	1/12	1/8	2/3	800															
115	112	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	2/4	1	1	1/12	1/8	2/3	801															
115	112	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	2/4	1	1	1/12	1/8	2/3	802															
115	112	308	308	0.5	1	1	Chord	2/4	1	1	1/8	1/8	1	803															
115	112	617/2	617/2	0.5	9/8	9/8	Chord	2/4	1	1	1/8	1/8	1	804															
115	112	309	309	0.5	5/4	5/4	Chord	2/4	1	1	1/8	1/8	1	805															
115	112	619/2	619/2	0.5	11/8	11/8	Chord	2/4	1	1	1/8	1/8	1	806															
115	112	313	313	0.3333333333333333	9/4	9/4	Chord	2/4	1	1	1/12	1/8	2/3	807															
115	112	940/3	940/3	0.3333333333333333	7/3	7/3	Chord	2/4	1	1	1/12	1/8	2/3	808															
115	112	941/3	941/3	0.3333333333333333	29/12	29/12	Chord	2/4	1	1	1/12	1/8	2/3	809															
115	112	314	314	0.5	5/2	5/2	Chord	2/4	1	1	1/8	1/8	1	810															
115	112	629/2	629/2	0.5	21/8	21/8	Chord	2/4	1	1	1/8	1/8	1	811															
115	112	315	315	0.5	11/4	11/4	Chord	2/4	1	1	1/8	1/8	1	812															
115	112	631/2	631/2	0.5	23/8	23/8	Chord	2/4	1	1	1/8	1/8	1	813															
115	112	319	319	0.0	15/4	15/4	Spanner	2/4	1	1	0														0				
115	112	319	319	0.3333333333333333	15/4	15/4	Chord	2/4	1	1	1/12	1/8	2/3	814											0				
115	112	958/3	958/3	0.3333333333333333	23/6	23/6	Chord	2/4	1	1	1/12	1/8	2/3	815											0				
115	112	959/3	959/3	0.3333333333333333	47/12	47/12	Chord	2/4	1	1	1/12	1/8	2/3	816											0				
115	112	320	320	0.5	4	4	Chord	2/4	1	1	1/8	1/8	1	817											0				
115	112	641/2	641/2	0.5	33/8	33/8	Chord	2/4	1	1	1/8	1/8	1	818											0				
115	112	321	321	0.5	17/4	17/4	Chord	2/4	1	1	1/8	1/8	1	819											0				
115	112	643/2	643/2	0.5	35/8	35/8	Chord	2/4	1	1	1/8	1/8	1	820											0				
115	112	322	322	0.5	9/2	9/2	Chord	2/4	1	1	1/8	1/8	1	821											0				
115	112	645/2	645/2	0.0	37/8	37/8	Spanner	2/4	1	1	0																		
115	112	304	304	0.3333333333333333	0	0	Chord	2/4	2	1	1/12	1/8	2/3	822															
115	112	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12	1/8	2/3	823															
115	112	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12	1/8	2/3	824															
115	112	305	305	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	825															
115	112	611/2	611/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	826															
115	112	306	306	0.5	1/2	1/2	Chord	2/4	2	1	1/8	1/8	1	827															
115	112	613/2	613/2	0.5	5/8	5/8	Chord	2/4	2	1	1/8	1/8	1	828															
115	112	310	310	0.3333333333333333	3/2	3/2	Chord	2/4	2	1	1/12	1/8	2/3	829															
115	112	931/3	931/3	0.3333333333333333	19/12	19/12	Chord	2/4	2	1	1/12	1/8	2/3	830															
115	112	932/3	932/3	0.3333333333333333	5/3	5/3	Chord	2/4	2	1	1/12	1/8	2/3	831															
115	112	311	311	0.5	7/4	7/4	Chord	2/4	2	1	1/8	1/8	1	832															
115	112	623/2	623/2	0.5	15/8	15/8	Chord	2/4	2	1	1/8	1/8	1	833															
115	112	312	312	0.5	2	2	Chord	2/4	2	1	1/8	1/8	1	834															
115	112	625/2	625/2	0.5	17/8	17/8	Chord	2/4	2	1	1/8	1/8	1	835															
115	112	316	316	0.3333333333333333	3	3	Chord	2/4	2	1	1/12	1/8	2/3	836															
115	112	949/3	949/3	0.3333333333333333	37/12	37/12	Chord	2/4	2	1	1/12	1/8	2/3	837															
115	112	950/3	950/3	0.3333333333333333	19/6	19/6	Chord	2/4	2	1	1/12	1/8	2/3	838															
115	112	317	317	0.5	13/4	13/4	Chord	2/4	2	1	1/8	1/8	1	839															
115	112	635/2	635/2	0.5	27/8	27/8	Chord	2/4	2	1	1/8	1/8	1	840															
115	112	318	318	0.5	7/2	7/2	Chord	2/4	2	1	1/8	1/8	1	841															
115	112	637/2	637/2	0.5	29/8	29/8	Chord	2/4	2	1	1/8	1/8	1	842															
115	112	319	319	0.3333333333333333	15/4	15/4	Chord	2/4	2	1	1/12	1/8	2/3	843															
115	112	958/3	958/3	0.3333333333333333	23/6	23/6	Chord	2/4	2	1	1/12	1/8	2/3	844															
115	112	959/3	959/3	0.3333333333333333	47/12	47/12	Chord	2/4	2	1	1/12	1/8	2/3	845															
115	112	320	320	0.5	4	4	Chord	2/4	2	1	1/8	1/8	1	846															
115	112	641/2	641/2	0.5	33/8	33/8	Chord	2/4	2	1	1/8	1/8	1	847															
115	112	321	321	0.5	17/4	17/4	Chord	2/4	2	1	1/8	1/8	1	848															
115	112	643/2	643/2	0.5	35/8	35/8	Chord	2/4	2	1	1/8	1/8	1	849															
115	112	322	322	0.0	9/2	9/2	Spanner	2/4	2	1	0												9						
115	112	322	322	0.5	9/2	9/2	Chord	2/4	2	1	1/8	1/8	1	850									9						
116	112	323	323	0.0	0	0	Tempo	3/4	1	1	0						𝅘𝅥=88	88.0	𝅘𝅥	88.0	0.0								
116	112	323	323	0.0	0	0	SystemText	3/4	1	1	0					"<b><font size=""12""/>Tempo I.</b>"													
116	112	323	323	0.0	0	0	Dynamic	3/4	1	1	0				f														
116	112	323	323	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	851															
116	112	1293/4	1293/4	0.0	1/16	1/16	Tempo	3/4	1	1	0						𝅘𝅥=168	168.0	𝅘𝅥	168.0	0.0								
116	112	1293/4	1293/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	852															
116	112	647/2	647/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	853															
116	112	1295/4	1295/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	854															
116	112	323	323	0.0	0	0	Spanner	3/4	2	1	0																		
116	112	323	323	0.0	0	0	Spanner	3/4	2	1	0												10	10					
116	112	323	323	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	855									10	10					
116	112	1293/4	1293/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	856									10	10					
116	112	647/2	647/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	857									10	10					
116	112	1295/4	1295/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	858									10	10					
117	113	324	324	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	859															
117	113	1297/4	1297/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	860															
117	113	649/2	649/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	861															
117	113	1299/4	1299/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	862															
117	113	325	325	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	863															
117	113	1301/4	1301/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	864															
117	113	651/2	651/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	865															
117	113	1303/4	1303/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	866															
117	113	324	324	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	867									10	10					
117	113	1297/4	1297/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	868									10	10					
117	113	649/2	649/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	869									10	10					
117	113	1299/4	1299/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	870									10	10					
117	113	325	325	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	871									10	10					
117	113	1301/4	1301/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	872									10	10					
117	113	651/2	651/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	873									10	10					
117	113	1303/4	1303/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	874									10	10					
118	114	327	327	0.0	0	0	Tempo	3/4	1	1	0						𝅘𝅥=204	204.0	𝅘𝅥	204.0	0.0								
118	114	327	327	0.0	0	0	Tempo	3/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
118	114	329	329	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
118	114	329	329	0.0	1/2	1/2	SystemText	3/4	1	1	0					"<i><font size=""12""/>dolce</i>"													
118	114	329	329	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅘𝅥=240	240.0	𝅘𝅥	240.0	0.0								
118	114	329	329	0.0	1/2	1/2	Spanner	3/4	1	1	0															11			
118	114	329	329	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	875								115				11			
118	114	1319/4	1319/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	876												11			
118	114	328	328	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
118	114	329	329	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	877								116							
118	114	1319/4	1319/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	878															
119	115	330	330	0.0	0	0	Dynamic	3/4	1	1	0				mf														
119	115	330	330	0.0	0	0	Tempo	3/4	1	1	0						𝅘𝅥=240	240.0	𝅘𝅥	240.0	0.0								
119	115	330	330	0.0	0	0	Spanner	3/4	1	1	0																		
119	115	330	330	0.0	0	0	Spanner	3/4	1	1	0																		21
119	115	330	330	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	879								117							21
119	115	331	331	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	880															21
119	115	663/2	663/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
119	115	663/2	663/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
119	115	332	332	0.0	1/2	1/2	Spanner	3/4	1	1	0															12			
119	115	332	332	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	881								118				12			
119	115	1331/4	1331/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	882												12			
119	115	330	330	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	883								119							
119	115	331	331	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	884															
119	115	332	332	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	885								120							
119	115	1331/4	1331/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	886															
120	116	333	333	0.0	0	0	Dynamic	3/4	1	1	0				mf														
120	116	333	333	0.0	0	0	Spanner	3/4	1	1	0																		
120	116	333	333	0.0	0	0	Spanner	3/4	1	1	0																		22
120	116	333	333	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	887								121							22
120	116	334	334	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	888															22
120	116	669/2	669/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
120	116	669/2	669/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
120	116	335	335	0.0	1/2	1/2	Spanner	3/4	1	1	0															13			
120	116	335	335	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	889								122				13			
120	116	1343/4	1343/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	890												13			
120	116	333	333	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	891								123							
120	116	334	334	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	892															
120	116	335	335	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	893								124							
120	116	1343/4	1343/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	894															
121	117	336	336	0.0	0	0	Dynamic	3/4	1	1	0				mf														
121	117	336	336	0.0	0	0	Spanner	3/4	1	1	0																		
121	117	336	336	0.0	0	0	Spanner	3/4	1	1	0																		23
121	117	336	336	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	895								125							23
121	117	337	337	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	896															23
121	117	675/2	675/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
121	117	675/2	675/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
121	117	338	338	0.0	1/2	1/2	Spanner	3/4	1	1	0															14			
121	117	338	338	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	897								126				14			
121	117	1355/4	1355/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	898												14			
121	117	336	336	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	899								127							
121	117	337	337	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	900															
121	117	338	338	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	901								128							
121	117	1355/4	1355/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	902															
122	118	339	339	0.0	0	0	Dynamic	3/4	1	1	0				mf														
122	118	339	339	0.0	0	0	Spanner	3/4	1	1	0																		
122	118	339	339	0.0	0	0	Spanner	3/4	1	1	0																		24
122	118	339	339	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	903								129							24
122	118	340	340	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	904															24
122	118	681/2	681/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
122	118	681/2	681/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
122	118	341	341	0.0	1/2	1/2	Spanner	3/4	1	1	0															15			
122	118	341	341	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	905								130				15			
122	118	1367/4	1367/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	906												15			
122	118	341	341	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	907												15			
122	118	339	339	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	908								131							
122	118	340	340	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	909															
122	118	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	910															
122	118	341	341	0.75	1/2	1/2	Chord	3/4	2	2	3/16	1/8	3/2	911								132							
