mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line
232	229	913	921	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2474												
232	229	914	922	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2475												
232	229	915	923	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2476												
232	229	912	920	4.0		0	0	Chord	2/2	2	2	1		1	1	2477												
233	230	916	924	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2478			articStaccatoAbove									
233	230	917	925	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2479			articStaccatoAbove									
233	230	918	926	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2480			articStaccatoAbove									
233	230	919	927	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2481			articStaccatoAbove									
233	230	917	925	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2482												
233	230	918	926	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2483												
233	230	919	927	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2484												
233	230	916	924	4.0		0	0	Chord	2/2	2	2	1		1	1	2485												
234	231	920	928	0.0		0	0	Dynamic	2/2	1	1	0						sf										
234	231	920	928	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	2486												
234	231	920	928	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	2487									103			
234	231	923	931	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2488												
234	231	921	929	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2489												
234	231	922	930	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2490												
234	231	923	931	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2491												
234	231	920	928	4.0		0	0	Chord	2/2	2	2	1		1	1	2492												
235	232	924	932	0.0		0	0	Dynamic	2/2	1	1	0						sf										
235	232	924	932	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	2493												
235	232	924	932	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	2494									104			
235	232	927	935	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2495												
235	232	925	933	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2496												
235	232	926	934	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2497												
235	232	927	935	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2498												
235	232	924	932	4.0		0	0	Chord	2/2	2	2	1		1	1	2499												
236	233	928	936	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2500												
236	233	929	937	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2501			articStaccatoBelow									
236	233	930	938	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2502			articStaccatoAbove									
236	233	931	939	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2503			articStaccatoAbove									
236	233	929	937	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2504												
236	233	930	938	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2505												
236	233	931	939	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2506												
236	233	928	936	4.0		0	0	Chord	2/2	2	2	1		1	1	2507												
237	234	932	940	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2508			articStaccatoAbove									
237	234	933	941	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2509									105			
237	234	934	942	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2510									105			
237	234	935	943	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2511												
237	234	933	941	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2512												
237	234	934	942	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2513												
237	234	935	943	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2514												
237	234	932	940	4.0		0	0	Chord	2/2	2	2	1		1	1	2515												
238	235	936	944	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2516			ornamentShortTrill						106			
238	235	937	945	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2517												
238	235	938	946	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2518			ornamentShortTrill						107			
238	235	939	947	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2519												
238	235	937	945	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2520												
238	235	938	946	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2521												
238	235	939	947	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2522												
238	235	936	944	4.0		0	0	Chord	2/2	2	2	1		1	1	2523												
239	236	940	948	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2524			ornamentShortTrill						108			
239	236	941	949	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2525												
239	236	942	950	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2526			articStaccatoBelow									
239	236	943	951	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2527			articStaccatoAbove									
239	236	941	949	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2528												
239	236	942	950	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2529												
239	236	943	951	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2530												
239	236	940	948	4.0		0	0	Chord	2/2	2	2	1		1	1	2531												
240	237	944	952	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2532			articStaccatoAbove									
240	237	945	953	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2533			articStaccatoBelow									
240	237	946	954	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2534			articStaccatoBelow									
240	237	947	955	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2535			articStaccatoAbove									
240	237	945	953	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2536												
240	237	946	954	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2537												
240	237	947	955	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2538												
240	237	944	952	4.0		0	0	Chord	2/2	2	2	1		1	1	2539												
241	238	948	956	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2540			articStaccatoAbove									
241	238	949	957	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2541			articStaccatoAbove									
241	238	950	958	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2542			articStaccatoAbove									
241	238	951	959	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2543			articStaccatoAbove									
241	238	949	957	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2544												
241	238	950	958	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2545												
241	238	951	959	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2546												
241	238	948	956	4.0		0	0	Chord	2/2	2	2	1		1	1	2547												
242	239	952	960	0.0		0	0	Dynamic	2/2	1	1	0						sf										
242	239	952	960	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	2548												
242	239	952	960	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	2549									109			
242	239	955	963	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2550												
242	239	953	961	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2551												
242	239	954	962	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2552												
242	239	955	963	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2553												
242	239	952	960	4.0		0	0	Chord	2/2	2	2	1		1	1	2554												
243	240	956	964	0.0		0	0	Dynamic	2/2	1	1	0						sf										
243	240	956	964	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	2555												
243	240	956	964	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	2556									110			
243	240	959	967	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2557												
243	240	957	965	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2558												
243	240	958	966	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2559												
243	240	959	967	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2560												
243	240	956	964	4.0		0	0	Chord	2/2	2	2	1		1	1	2561												
244	241	960	968	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2562			articStaccatoAbove									
244	241	961	969	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2563			articStaccatoBelow									
244	241	962	970	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2564			articStaccatoAbove									
244	241	963	971	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2565			articStaccatoAbove									
244	241	961	969	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2566												
244	241	962	970	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2567												
244	241	963	971	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2568												
244	241	960	968	4.0		0	0	Chord	2/2	2	2	1		1	1	2569												
245	242	964	972	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2570			articStaccatoAbove									
245	242	965	973	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2571									111			
245	242	966	974	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2572									111			
245	242	967	975	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2573												
245	242	965	973	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2574												
245	242	966	974	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2575												
245	242	967	975	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2576												
245	242	964	972	4.0		0	0	Chord	2/2	2	2	1		1	1	2577												
246	243	968	976	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2578			ornamentShortTrill						112			
246	243	969	977	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2579												
246	243	970	978	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2580			ornamentShortTrill						113			
246	243	971	979	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2581												
246	243	969	977	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2582												
246	243	970	978	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2583												
246	243	971	979	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2584												
246	243	968	976	4.0		0	0	Chord	2/2	2	2	1		1	1	2585												
247	244	972	980	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2586			ornamentShortTrill						114			
247	244	973	981	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2587												
247	244	974	982	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2588									115			
247	244	975	983	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2589												
247	244	973	981	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2590												
247	244	974	982	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2591												
247	244	975	983	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2592												
247	244	972	980	4.0		0	0	Chord	2/2	2	2	1		1	1	2593												
248	245	976	984	0.0		0	0	Spanner	2/2	1	1	0															2	
248	245	976	984	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2594			ornamentShortTrill						116		2	
248	245	977	985	0.0		1/4	1/4	Spanner	2/2	1	1	0																
248	245	977	985	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2595												
248	245	978	986	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2596			ornamentShortTrill						117			
248	245	979	987	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2597												
248	245	977	985	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2598												
248	245	978	986	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2599												
248	245	979	987	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2600												
248	245	976	984	4.0		0	0	Chord	2/2	2	2	1		1	1	2601												
249	246	980	988	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2602			ornamentShortTrill						118			
249	246	981	989	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2603												
249	246	982	990	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2604			ornamentShortTrill						119			
249	246	983	991	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2605												
249	246	981	989	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2606												
249	246	982	990	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2607												
249	246	983	991	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2608												
249	246	980	988	4.0		0	0	Chord	2/2	2	2	1		1	1	2609												
250	247	984	992	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2610			ornamentShortTrill						120			
250	247	985	993	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2611												
250	247	986	994	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2612			ornamentShortTrill						121			
250	247	987	995	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2613												
250	247	985	993	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2614												
250	247	986	994	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2615												
250	247	987	995	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2616												
250	247	984	992	4.0		0	0	Chord	2/2	2	2	1		1	1	2617												
251	248	988	996	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2618			ornamentShortTrill						122			
251	248	989	997	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2619												
251	248	990	998	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2620									123			
251	248	991	999	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2621												
251	248	989	997	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2622												
251	248	990	998	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2623												
251	248	991	999	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2624												
251	248	988	996	4.0		0	0	Chord	2/2	2	2	1		1	1	2625												
252	249	992	1000	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2626			ornamentShortTrill						124			
252	249	993	1001	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2627												
252	249	994	1002	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2628			ornamentShortTrill						125			
252	249	995	1003	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2629												
252	249	993	1001	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2630												
252	249	994	1002	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2631												
252	249	995	1003	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2632												
252	249	992	1000	4.0		0	0	Chord	2/2	2	2	1		1	1	2633												
253	250	996	1004	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2634			ornamentShortTrill						126			
253	250	997	1005	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2635												
253	250	998	1006	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2636			articStaccatoAbove									
253	250	999	1007	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2637			articStaccatoAbove									
253	250	997	1005	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2638												
253	250	998	1006	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2639												
253	250	999	1007	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2640												
253	250	996	1004	4.0		0	0	Chord	2/2	2	2	1		1	1	2641												
254	251	1000	1008	0.0		0	0	Dynamic	2/2	1	1	0						pp										
254	251	1000	1008	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2642	pp		ornamentShortTrill						127			
254	251	1001	1009	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2643												
254	251	1002	1010	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2644			articStaccatoAbove									
254	251	1003	1011	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2645			articStaccatoAbove									
254	251	1001	1009	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2646												
254	251	1002	1010	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2647												
254	251	1003	1011	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2648												
254	251	1000	1008	4.0		0	0	Chord	2/2	2	2	1		1	1	2649												
255	252	1004	1012	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2650			ornamentShortTrill						128			
255	252	1005	1013	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2651												
255	252	1006	1014	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2652			articStaccatoAbove									
255	252	1007	1015	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2653			articStaccatoAbove									
255	252	1005	1013	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2654												
255	252	1006	1014	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2655												
255	252	1007	1015	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2656												
255	252	1004	1012	4.0		0	0	Chord	2/2	2	2	1		1	1	2657												
256	253	1010	1018	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2658												
256	253	1008	1016	0.0		0	0	Dynamic	2/2	1	2	0						p										
256	253	2017/2	2033/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2659	p											
256	253	1009	1017	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2660												
256	253	2019/2	2035/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2661												
256	253	1010	1018	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2662												
256	253	2021/2	2037/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2663												
256	253	1011	1019	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2664												
256	253	2023/2	2039/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2665												
256	253	2017/2	2033/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2666												
256	253	1009	1017	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2667												
256	253	2019/2	2035/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2668												
256	253	1010	1018	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2669												
256	253	2021/2	2037/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2670												
256	253	1011	1019	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2671												
256	253	2023/2	2039/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2672												
256	253	1008	1016	4.0		0	0	Chord	2/2	2	2	1		1	1	2673												
257	254	1012	1020	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2674												
257	254	1014	1022	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2675												
257	254	1012	1020	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	2676												
257	254	2025/2	2041/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2677												
257	254	1013	1021	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2678												
257	254	2027/2	2043/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2679												
257	254	2029/2	2045/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2680												
257	254	1015	1023	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2681												
257	254	2031/2	2047/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2682												
257	254	1012	1020	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2683												
257	254	2025/2	2041/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2684												
257	254	1013	1021	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2685												
257	254	2027/2	2043/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2686												
257	254	2029/2	2045/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2687												
257	254	1015	1023	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2688												
257	254	2031/2	2047/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2689												
257	254	1012	1020	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2690												
257	254	1014	1022	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2691												
258	255	1018	1026	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2692												
258	255	2033/2	2049/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2693												
258	255	1017	1025	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2694												
258	255	2035/2	2051/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2695												
258	255	1018	1026	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2696												
258	255	2037/2	2053/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2697												
258	255	1019	1027	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2698												
258	255	2039/2	2055/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2699												
258	255	2033/2	2049/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2700												
258	255	1017	1025	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2701												
258	255	2035/2	2051/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2702												
258	255	1018	1026	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2703												
258	255	2037/2	2053/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2704												
258	255	1019	1027	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2705												
258	255	2039/2	2055/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2706												
258	255	1016	1024	4.0		0	0	Chord	2/2	2	2	1		1	1	2707									129			
259	256	1020	1028	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2708												
259	256	1022	1030	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2709												
259	256	1020	1028	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	2710												
259	256	2041/2	2057/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2711												
259	256	1021	1029	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2712												
259	256	2043/2	2059/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2713												
259	256	1022	1030	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2714												
259	256	2045/2	2061/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2715												
259	256	1023	1031	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2716												
259	256	2047/2	2063/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2717												
259	256	1020	1028	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2718												
259	256	2041/2	2057/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2719												
259	256	1021	1029	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2720												
259	256	2043/2	2059/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2721												
259	256	2045/2	2061/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2722												
259	256	1023	1031	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2723												
259	256	2047/2	2063/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2724												
259	256	1020	1028	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2725												
259	256	1022	1030	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2726												
260	257	1024	1032	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2727			articStaccatoBelow									
260	257	2049/2	2065/2	0.0		1/8	1/8	Spanner	2/2	1	1	0																17
260	257	2049/2	2065/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2728												17
260	257	1025	1033	0.0		1/4	1/4	Spanner	2/2	1	1	0																
260	257	1025	1033	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2729												
260	257	2051/2	2067/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2730												
260	257	1026	1034	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2731			articStaccatoBelow									
260	257	2053/2	2069/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2732												
260	257	1027	1035	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2733												
260	257	2055/2	2071/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2734												
260	257	1024	1032	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2735			articStaccatoAbove									
260	257	2049/2	2065/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2736												
260	257	1025	1033	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2737												
260	257	2051/2	2067/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2738												
260	257	1026	1034	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2739			articStaccatoAbove									
260	257	2053/2	2069/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2740												
260	257	1027	1035	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2741												
260	257	2055/2	2071/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2742												
261	258	1028	1036	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2743			articStaccatoBelow									
261	258	2057/2	2073/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2744												
261	258	1029	1037	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2745												
261	258	2059/2	2075/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2746												
261	258	1030	1038	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2747			articStaccatoAbove									
261	258	2061/2	2077/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2748												
261	258	1031	1039	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2749												
261	258	2063/2	2079/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2750												
261	258	1028	1036	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2751			articStaccatoAbove									
