mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
158	158	472	472	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3053																	
158	158	2833/6	2833/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3054																	
158	158	1417/3	1417/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3055																	
158	158	945/2	945/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3056																	
158	158	1418/3	1418/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3057																	
158	158	2837/6	2837/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3058																	
158	158	473	473	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3059																	
158	158	2839/6	2839/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3060																	
158	158	1420/3	1420/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3061																	
158	158	947/2	947/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3062																	
158	158	1421/3	1421/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3063																	
158	158	2843/6	2843/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3064																	
158	158	471	471	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	3065																	
158	158	945/2	945/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	3066																	
158	158	947/2	947/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3067																	
159	159	474	474	0.0	0	0	Dynamic	6/8	1	1	0						p																
159	159	474	474	0.0	0	0	Spanner	6/8	1	1	0																						
159	159	474	474	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3068																	
159	159	475	475	1.0	1/4	1/4	Chord	6/8	1	1	1/4			1/4	1	3069																	
159	159	476	476	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	3070																	
159	159	474	474	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	3071																	
159	159	2845/6	2845/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	3072																	
159	159	1423/3	1423/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	3073																	
159	159	949/2	949/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	3074																	
159	159	1424/3	1424/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	3075																	
159	159	2849/6	2849/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	3076																	
159	159	475	475	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3077																	
159	159	2851/6	2851/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3078																	
159	159	1426/3	1426/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3079																	
159	159	951/2	951/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3080																	
159	159	1427/3	1427/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3081																	
159	159	2855/6	2855/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3082																	
159	159	476	476	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3083																	
159	159	2857/6	2857/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3084																	
159	159	1429/3	1429/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3085																	
159	159	953/2	953/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3086																	
159	159	1430/3	1430/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3087																	
159	159	2861/6	2861/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3088																	
159	159	474	474	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	3089									222								
159	159	949/2	949/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	3090									222								
159	159	475	475	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	3091																	
159	159	951/2	951/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	3092									223								
159	159	476	476	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	3093									223								
159	159	953/2	953/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3094																	
160	160	477	477	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3095																	
160	160	478	478	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3096																	
160	160	957/2	957/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3097																	
160	160	479	479	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3098																	
160	160	959/2	959/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																				19		
160	160	959/2	959/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	3099									224						19		
160	160	1439/3	1439/3	0.0	2/3	2/3	Spanner	6/8	1	1	0														224					28	19		
160	160	1439/3	1439/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	3100									224					28	19		
160	160	2879/6	2879/6	0.0	17/24	17/24	Spanner	6/8	1	1	0																			28			
160	160	2879/6	2879/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	3101														28			
160	160	477	477	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	3102																	
160	160	2863/6	2863/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	3103																	
160	160	1432/3	1432/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	3104																	
160	160	955/2	955/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	3105																	
160	160	1433/3	1433/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	3106																	
160	160	2867/6	2867/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	3107																	
160	160	478	478	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3108																	
160	160	2869/6	2869/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3109																	
160	160	1435/3	1435/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3110																	
160	160	957/2	957/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3111																	
160	160	1436/3	1436/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3112																	
160	160	2873/6	2873/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3113																	
160	160	479	479	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3114																	
160	160	2875/6	2875/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3115																	
160	160	1438/3	1438/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3116																	
160	160	959/2	959/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3117																	
160	160	1439/3	1439/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3118																	
160	160	2879/6	2879/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3119																	
160	160	477	477	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	3120																	
160	160	957/2	957/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	3121																	
160	160	959/2	959/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3122																	
161	161	480	480	0.0	0	0	Spanner	6/8	1	1	0																						
161	161	480	480	0.0	0	0	Spanner	6/8	1	1	0																					28	
161	161	480	480	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3123																28	
161	161	481	481	1.0	1/4	1/4	Chord	6/8	1	1	1/4			1/4	1	3124																28	
161	161	482	482	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	3125																28	
161	161	2897/6	2897/6	0.0	17/24	17/24	Dynamic	6/8	1	1	0						mf															28	
161	161	480	480	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	3126																	
161	161	2881/6	2881/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	3127																	
161	161	1441/3	1441/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	3128																	
161	161	961/2	961/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	3129																	
161	161	1442/3	1442/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	3130																	
161	161	2885/6	2885/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	3131																	
161	161	481	481	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3132																	
161	161	2887/6	2887/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3133																	
161	161	1444/3	1444/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3134																	
161	161	963/2	963/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3135																	
161	161	1445/3	1445/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3136																	
161	161	2891/6	2891/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3137																	
161	161	482	482	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3138																	
161	161	2893/6	2893/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3139																	
161	161	1447/3	1447/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3140																	
161	161	965/2	965/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3141																	
161	161	1448/3	1448/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3142																	
161	161	2897/6	2897/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3143																	
161	161	480	480	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	3144									225								
161	161	961/2	961/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	3145									225								
161	161	481	481	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	3146																	
161	161	963/2	963/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	3147									226								
161	161	482	482	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	3148									226								
161	161	965/2	965/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3149																	
162	162	483	483	0.0	0	0	Dynamic	6/8	1	1	0						p																
162	162	483	483	0.0	0	0	Spanner	6/8	1	1	0																						
162	162	483	483	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3150																	
162	162	484	484	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3151																	
162	162	969/2	969/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																					29	
162	162	969/2	969/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3152																29	
162	162	485	485	0.0	1/2	1/2	SystemText	6/8	1	1	0								"<i><font size=""12""/>-          -         -</i>"													29	
162	162	485	485	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3153																29	
162	162	971/2	971/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	3154									227							29	
162	162	1457/3	1457/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	3155									227							29	
162	162	2915/6	2915/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	3156																29	
162	162	483	483	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	3157																	
162	162	2899/6	2899/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	3158																	
162	162	1450/3	1450/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	3159																	
162	162	967/2	967/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	3160																	
162	162	1451/3	1451/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	3161																	
162	162	2903/6	2903/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	3162																	
162	162	484	484	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3163																	
162	162	2905/6	2905/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3164																	
162	162	1453/3	1453/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3165																	
162	162	969/2	969/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3166																	
162	162	1454/3	1454/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3167																	
162	162	2909/6	2909/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3168																	
162	162	485	485	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3169																	
162	162	2911/6	2911/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3170																	
162	162	1456/3	1456/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3171																	
162	162	971/2	971/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3172																	
162	162	1457/3	1457/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3173																	
162	162	2915/6	2915/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3174																	
162	162	483	483	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	3175									228								
162	162	967/2	967/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	3176									228								
162	162	484	484	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	3177																	
162	162	969/2	969/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	3178									229								
162	162	485	485	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	3179									229								
162	162	971/2	971/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3180																	
163	163	486	486	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>-           -           -           -           -           -         -</i>"													29	
163	163	486	486	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3181																29	
163	163	487	487	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3182																29	
163	163	975/2	975/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3183																29	
163	163	488	488	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3184																29	
163	163	977/2	977/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	3185																29	
163	163	1466/3	1466/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	3186																29	
163	163	2933/6	2933/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	3187																29	
163	163	486	486	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	3188																	
163	163	2917/6	2917/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	3189																	
163	163	1459/3	1459/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	3190																	
163	163	973/2	973/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	3191																	
163	163	1460/3	1460/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	3192																	
163	163	2921/6	2921/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	3193																	
163	163	487	487	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3194																	
163	163	2923/6	2923/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3195																	
163	163	1462/3	1462/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3196																	
163	163	975/2	975/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3197																	
163	163	1463/3	1463/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3198																	
163	163	2927/6	2927/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3199																	
163	163	488	488	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3200																	
163	163	2929/6	2929/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3201																	
163	163	1465/3	1465/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3202																	
163	163	977/2	977/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3203																	
163	163	1466/3	1466/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3204																	
163	163	2933/6	2933/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3205																	
163	163	486	486	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	3206									230								
163	163	973/2	973/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	3207									230								
163	163	487	487	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	3208																	
163	163	975/2	975/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	3209																	
163	163	488	488	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	3210																	
163	163	977/2	977/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3211																	
164	164	489	489	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>-</i>"													29	
164	164	489	489	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>-          -           -          -           -          -          -</i>"													29	
164	164	489	489	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3212																29	
164	164	490	490	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3213																29	
164	164	981/2	981/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	3214																29	
164	164	491	491	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3215																29	
164	164	983/2	983/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	3216																29	
164	164	489	489	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	3217																	
164	164	2935/6	2935/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	3218																	
164	164	1468/3	1468/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	3219																	
164	164	979/2	979/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	3220																	
164	164	1469/3	1469/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	3221																	
164	164	2939/6	2939/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	3222																	
164	164	490	490	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	3223																	
164	164	2941/6	2941/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	3224																	
164	164	1471/3	1471/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	3225																	
164	164	981/2	981/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																	43	43				
164	164	981/2	981/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	3226												43	43				
164	164	1472/3	1472/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	3227												43	43				
164	164	2945/6	2945/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	3228												43	43				
164	164	491	491	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	3229												43	43				
164	164	2947/6	2947/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	3230												43	43				
164	164	1474/3	1474/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	3231												43	43				
164	164	983/2	983/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	3232												43	43				
164	164	1475/3	1475/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	3233												43	43				
164	164	2951/6	2951/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	3234												43	43				
164	164	489	489	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	3235												43	43				
164	164	979/2	979/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	3236												43	43				
164	164	490	490	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	3237												43	43				
164	164	981/2	981/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	3238												43	43				
164	164	491	491	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	3239												43	43				
164	164	983/2	983/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	3240												43	43				
165	165	492	492	0.0	0	0	Dynamic	6/8	1	1	0						f																
165	165	492	492	0.0	0	0	Spanner	6/8	1	1	0																						
165	165	492	492	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	3241																	
165	165	1969/4	1969/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	3242																	
165	165	985/2	985/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	3243																	
165	165	1971/4	1971/4	0.0	3/16	3/16	Dynamic	6/8	1	1	0						f																
165	165	1971/4	1971/4	0.0	3/16	3/16	SystemText	6/8	1	1	0								"<i><font size=""12""/>più</i>"														
165	165	1971/4	1971/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	3244																	
165	165	493	493	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	3245																	
165	165	1973/4	1973/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	3246																	
165	165	987/2	987/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	3247																	
165	165	1975/4	1975/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	3248																	
165	165	494	494	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	3249																	
165	165	1977/4	1977/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	3250																	
165	165	989/2	989/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	3251																	
165	165	1979/4	1979/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	3252																	
165	165	5939/12	5939/12	0.0	35/48	35/48	Tempo	6/8	1	1	0									𝅘𝅥𝅮=1	5.0	𝅘𝅥𝅮	1.0	0.0									
165	165	492	492	0.125	0	0	Chord	6/8	2	1	1/32			1/32	1	3253		articStaccatissimoAbove										43	43				
165	165	3937/8	3937/8	0.125	1/32	1/32	Chord	6/8	2	1	1/32			1/32	1	3254												43	43				
165	165	1969/4	1969/4	0.125	1/16	1/16	Chord	6/8	2	1	1/32			1/32	1	3255												43	43				
165	165	3939/8	3939/8	0.125	3/32	3/32	Chord	6/8	2	1	1/32			1/32	1	3256												43	43				
165	165	985/2	985/2	0.125	1/8	1/8	Chord	6/8	2	1	1/32			1/32	1	3257		articStaccatissimoAbove										43	43				
165	165	3941/8	3941/8	0.125	5/32	5/32	Chord	6/8	2	1	1/32			1/32	1	3258												43	43				
165	165	1971/4	1971/4	0.125	3/16	3/16	Chord	6/8	2	1	1/32			1/32	1	3259												43	43				
165	165	3943/8	3943/8	0.125	7/32	7/32	Chord	6/8	2	1	1/32			1/32	1	3260												43	43				
165	165	493	493	0.125	1/4	1/4	Chord	6/8	2	1	1/32			1/32	1	3261		articStaccatissimoAbove										43	43				
165	165	3945/8	3945/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32			1/32	1	3262												43	43				
165	165	1973/4	1973/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32			1/32	1	3263												43	43				
165	165	3947/8	3947/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32			1/32	1	3264												43	43				
165	165	987/2	987/2	0.08333333333333333	3/8	3/8	Chord	6/8	2	1	1/48			1/32	2/3	3265		articStaccatissimoAbove										43	43				
165	165	5923/12	5923/12	0.08333333333333333	19/48	19/48	Chord	6/8	2	1	1/48			1/32	2/3	3266												43	43				
165	165	1481/3	1481/3	0.08333333333333333	5/12	5/12	Chord	6/8	2	1	1/48			1/32	2/3	3267												43	43				
165	165	1975/4	1975/4	0.08333333333333333	7/16	7/16	Chord	6/8	2	1	1/48			1/32	2/3	3268												43	43				
165	165	2963/6	2963/6	0.08333333333333333	11/24	11/24	Chord	6/8	2	1	1/48			1/32	2/3	3269												43	43				
165	165	5927/12	5927/12	0.08333333333333333	23/48	23/48	Chord	6/8	2	1	1/48			1/32	2/3	3270												43	43				
165	165	494	494	0.08333333333333333	1/2	1/2	Chord	6/8	2	1	1/48			1/32	2/3	3271		articStaccatissimoAbove										43	43				
165	165	5929/12	5929/12	0.08333333333333333	25/48	25/48	Chord	6/8	2	1	1/48			1/32	2/3	3272												43	43				
165	165	2965/6	2965/6	0.08333333333333333	13/24	13/24	Chord	6/8	2	1	1/48			1/32	2/3	3273												43	43				
165	165	1977/4	1977/4	0.08333333333333333	9/16	9/16	Chord	6/8	2	1	1/48			1/32	2/3	3274												43	43				
165	165	1483/3	1483/3	0.08333333333333333	7/12	7/12	Chord	6/8	2	1	1/48			1/32	2/3	3275												43	43				
165	165	5933/12	5933/12	0.08333333333333333	29/48	29/48	Chord	6/8	2	1	1/48			1/32	2/3	3276												43	43				
165	165	989/2	989/2	0.08333333333333333	5/8	5/8	Chord	6/8	2	1	1/48			1/32	2/3	3277		articStaccatissimoAbove										43	43				
165	165	5935/12	5935/12	0.08333333333333333	31/48	31/48	Chord	6/8	2	1	1/48			1/32	2/3	3278												43	43				
165	165	1484/3	1484/3	0.08333333333333333	2/3	2/3	Chord	6/8	2	1	1/48			1/32	2/3	3279												43	43				
165	165	1979/4	1979/4	0.08333333333333333	11/16	11/16	Chord	6/8	2	1	1/48			1/32	2/3	3280												43	43				
