mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	decrescendo_hairpin	diminuendo_line	crescendo_line
244	242	967	975	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4587				139				
244	242	1935/2	1951/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4588								
244	242	964	972	4.0		0	0	Chord	4/4	1	2	1		1	1	4589								
244	242	964	972	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	4590				140				
244	242	966	974	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	4591								
244	242	964	972	4.0		0	0	Chord	4/4	2	2	1		1	1	4592								
245	243	968	976	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4593								
245	243	969	977	0.0		1/4	1/4	Spanner	4/4	1	1	0												23
245	243	969	977	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4594				141				23
245	243	1939/2	1955/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								141				
245	243	1939/2	1955/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4595				141				
245	243	970	978	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4596				141				
245	243	971	979	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4597				141				
245	243	1943/2	1959/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4598				141				
245	243	968	976	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	4599			articStaccatoBelow					
245	243	968	976	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	4600								
245	243	969	977	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	4601				142				
245	243	970	978	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4602				142				
245	243	1941/2	1957/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4603				142				
245	243	971	979	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4604				142				
245	243	1943/2	1959/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4605								
245	243	968	976	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	4606								
245	243	969	977	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	4607								
245	243	970	978	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	4608								
246	244	972	980	0.0		0	0	Dynamic	4/4	1	1	0						p		141				
246	244	972	980	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4609	p			141				
246	244	973	981	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4610				141				
246	244	1947/2	1963/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4611				141				
246	244	974	982	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4612				141				
246	244	975	983	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4613				141				
246	244	1951/2	1967/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4614								
246	244	972	980	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	4615				143				
246	244	974	982	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	4616								
246	244	972	980	4.0		0	0	Chord	4/4	2	2	1		1	1	4617								
247	245	976	984	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4618			articStaccatoBelow					
247	245	977	985	0.0		1/4	1/4	Spanner	4/4	1	1	0												24
247	245	977	985	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4619				144				24
247	245	1955/2	1971/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								144				
247	245	1955/2	1971/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4620				144				
247	245	978	986	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4621				144				
247	245	979	987	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4622				144				
247	245	1959/2	1975/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4623				144				
247	245	976	984	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	4624								
247	245	977	985	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	4625				145				
247	245	978	986	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4626				145				
247	245	1957/2	1973/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4627				145				
247	245	979	987	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4628				145				
247	245	1959/2	1975/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4629								
247	245	976	984	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	4630								
247	245	977	985	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	4631								
247	245	978	986	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	4632								
248	246	980	988	0.0		0	0	Dynamic	4/4	1	1	0						p		144				
248	246	980	988	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4633	p			144				
248	246	981	989	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4634				144				
248	246	1963/2	1979/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4635				144				
248	246	982	990	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4636				144				
248	246	983	991	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4637				144				
248	246	1967/2	1983/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4638								
248	246	980	988	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	4639				146				
248	246	982	990	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	4640								
248	246	980	988	4.0		0	0	Chord	4/4	2	2	1		1	1	4641								
249	247	984	992	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4642								
249	247	985	993	0.0		1/4	1/4	Spanner	4/4	1	1	0												25
249	247	985	993	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4643				147				25
249	247	1971/2	1987/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								147				
249	247	1971/2	1987/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4644				147				
249	247	986	994	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4645				147				
249	247	987	995	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4646				147				
249	247	1975/2	1991/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4647				147				
249	247	984	992	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	4648								
249	247	985	993	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	4649				148				
249	247	986	994	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4650				148				
249	247	1973/2	1989/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4651				148				
249	247	987	995	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4652				148				
249	247	1975/2	1991/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4653								
249	247	984	992	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	4654								
249	247	985	993	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	4655								
249	247	986	994	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	4656								
250	248	988	996	0.0		0	0	Dynamic	4/4	1	1	0						p		147				
250	248	988	996	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4657	p			147				
250	248	989	997	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4658				147				
250	248	1979/2	1995/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4659				147				
250	248	990	998	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4660				147				
250	248	991	999	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4661				147				
250	248	1983/2	1999/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4662								
250	248	988	996	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	4663				149				
250	248	990	998	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	4664								
250	248	988	996	4.0		0	0	Chord	4/4	2	2	1		1	1	4665								
251	249	992	1000	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4666								
251	249	1985/2	2001/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						pp						
251	249	1985/2	2001/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	4667	pp							
251	249	993	1001	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4668								
251	249	1987/2	2003/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4669								
251	249	994	1002	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4670								
251	249	1989/2	2005/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	4671								
251	249	995	1003	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4672								
251	249	1991/2	2007/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4673								
251	249	992	1000	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4674								
251	249	1985/2	2001/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4675								
251	249	993	1001	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4676								
251	249	1987/2	2003/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4677								
251	249	994	1002	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4678								
251	249	1989/2	2005/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4679								
251	249	995	1003	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4680								
251	249	1991/2	2007/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4681								
252	250	996	1004	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4682								
252	250	1993/2	2009/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	4683								
252	250	997	1005	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4684								
252	250	1995/2	2011/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4685								
252	250	998	1006	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4686								
252	250	1997/2	2013/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	4687								
252	250	999	1007	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4688								
252	250	1999/2	2015/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4689								
252	250	996	1004	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4690								
252	250	1993/2	2009/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4691								
252	250	997	1005	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4692								
252	250	1995/2	2011/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4693								
252	250	998	1006	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4694								
252	250	1997/2	2013/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4695								
252	250	999	1007	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4696								
252	250	1999/2	2015/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4697								
253	251	1000	1008	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	4698				150				
253	251	2003/2	2019/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	4699				150				
253	251	4007/4	4039/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	4700				150				
253	251	1002	1010	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4701			articStaccatoAbove					
253	251	1000	1008	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4702								
253	251	2001/2	2017/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4703								
253	251	1001	1009	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4704								
253	251	2003/2	2019/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4705								
253	251	1002	1010	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4706								
253	251	2005/2	2021/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4707								
253	251	1003	1011	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4708								
253	251	2007/2	2023/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4709								
254	252	1004	1012	0.0		0	0	Dynamic	4/4	1	1	0						f						
254	252	1004	1012	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	4710								
254	252	1004	1012	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4711	f			151				
254	252	1005	1013	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	4712				151				
254	252	4021/4	4053/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	4713				151				
254	252	2011/2	2027/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	4714				151				
254	252	4023/4	4055/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	4715				151				
254	252	1006	1014	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4716			articStaccatoAbove					
254	252	1004	1012	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4717								
254	252	2009/2	2025/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4718								
254	252	1005	1013	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4719								
254	252	2011/2	2027/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4720								
254	252	1006	1014	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4721								
254	252	2013/2	2029/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4722								
254	252	1007	1015	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4723								
254	252	2015/2	2031/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4724								
255	253	1008	1016	0.0		0	0	Dynamic	4/4	1	1	0						p						
255	253	1008	1016	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	4725	f			152				
255	253	2019/2	2035/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	4726				152				
255	253	4039/4	4071/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	4727				152				
255	253	1010	1018	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4728			articStaccatoAbove					
255	253	1008	1016	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4729								
255	253	2017/2	2033/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4730								
255	253	1009	1017	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4731								
255	253	2019/2	2035/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4732								
255	253	1010	1018	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4733								
255	253	2021/2	2037/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4734								
255	253	1011	1019	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4735								
255	253	2023/2	2039/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4736								
256	254	1012	1020	0.0		0	0	Dynamic	4/4	1	1	0						f						
256	254	1012	1020	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	4737								
256	254	1012	1020	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	4738	f			153				
256	254	1013	1021	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	4739				153				
256	254	4053/4	4085/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	4740				153				
256	254	2027/2	2043/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	4741				153				
256	254	4055/4	4087/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	4742				153				
256	254	1014	1022	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4743			articStaccatoAbove					
256	254	1012	1020	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4744								
256	254	2025/2	2041/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4745								
256	254	1013	1021	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4746								
256	254	2027/2	2043/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4747								
256	254	1014	1022	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4748								
256	254	2029/2	2045/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4749								
256	254	1015	1023	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4750								
256	254	2031/2	2047/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4751								
257	255	1016	1024	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4752				154				
257	255	2033/2	2049/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	4753				154				
257	255	4067/4	4099/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	4754				154				
257	255	1017	1025	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf						
257	255	1017	1025	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4755			articStaccatoBelow					
257	255	1018	1026	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	4756				155				
257	255	4073/4	4105/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	4757				155				
257	255	2037/2	2053/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	4758				155				
257	255	4075/4	4107/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	4759				155				
257	255	1019	1027	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf						
257	255	1019	1027	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	4760			articStaccatoAbove					
257	255	1016	1024	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4761								
257	255	2033/2	2049/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4762								
257	255	1017	1025	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4763								
257	255	2035/2	2051/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4764								
257	255	1018	1026	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4765								
257	255	2037/2	2053/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4766								
257	255	1019	1027	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4767								
257	255	2039/2	2055/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4768								
258	256	1020	1028	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4769				156				
258	256	2041/2	2057/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	4770				156				
258	256	4083/4	4115/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	4771				156				
258	256	1021	1029	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf						
258	256	1021	1029	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4772			articStaccatoBelow					
258	256	1022	1030	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	4773				157				
258	256	4089/4	4121/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	4774				157				
258	256	2045/2	2061/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	4775				157				
258	256	4091/4	4123/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	4776				157				
258	256	1023	1031	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf						
258	256	1023	1031	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	4777			articStaccatoAbove					
258	256	1020	1028	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4778								
258	256	2041/2	2057/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4779								
258	256	1021	1029	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4780								
258	256	2043/2	2059/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4781								
258	256	1022	1030	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4782								
258	256	2045/2	2061/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4783								
258	256	1023	1031	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4784								
258	256	2047/2	2063/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4785								
259	257	1024	1032	0.0		0	0	Dynamic	4/4	1	1	0						ff						
259	257	1024	1032	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	4786	ff			158				
259	257	4097/4	4129/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	4787				158				
259	257	2049/2	2065/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	4788				158				
259	257	4099/4	4131/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	4789				158				
259	257	1025	1033	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	4790			articStaccatoAbove					
259	257	1026	1034	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	4791				159				
259	257	4105/4	4137/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	4792				159				
259	257	2053/2	2069/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	4793				159				
259	257	4107/4	4139/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	4794				159				
259	257	1027	1035	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	4795			articStaccatoAbove					
259	257	1024	1032	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4796								
259	257	2049/2	2065/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4797								
259	257	1025	1033	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4798								
259	257	2051/2	2067/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4799								
259	257	1026	1034	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4800								
259	257	2053/2	2069/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4801								
259	257	1027	1035	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4802								
259	257	2055/2	2071/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4803								
260	258	1028	1036	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	4804				160				
260	258	4113/4	4145/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	4805				160				
260	258	2057/2	2073/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	4806				160				
260	258	4115/4	4147/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	4807				160				
260	258	1029	1037	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	4808			articStaccatoBelow					
260	258	1030	1038	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	4809								
260	258	4121/4	4153/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	4810								
260	258	2061/2	2077/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	4811								
260	258	4123/4	4155/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	4812								
260	258	1031	1039	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	4813								
260	258	4125/4	4157/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	4814								
260	258	2063/2	2079/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	4815								
260	258	4127/4	4159/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	4816								
260	258	1028	1036	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4817								
260	258	2057/2	2073/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4818								
260	258	1029	1037	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	4819								
260	258	2059/2	2075/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	4820								
260	258	1030	1038	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	4821								
260	258	2061/2	2077/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	4822								
260	258	1031	1039	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4823								
260	258	2063/2	2079/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	4824								
261	259	1032	1040	0.0		0	0	Dynamic	4/4	1	1	0						f						
261	259	1032	1040	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4825								
261	259	2065/2	2081/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						p						
261	259	2065/2	2081/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	4826								
261	259	1033	1041	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4827								
261	259	2067/2	2083/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4828								
261	259	1034	1042	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4829								
261	259	2069/2	2085/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	4830								
261	259	1035	1043	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4831								
261	259	2071/2	2087/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4832								
261	259	1032	1040	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	4833								
262	260	1036	1044	0.0		0	0	Spanner	4/4	1	1	0												26
262	260	1036	1044	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4834								26
262	260	2073/2	2089/2	0.0		1/8	1/8	Spanner	4/4	1	1	0												
262	260	2073/2	2089/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	4835								
262	260	1037	1045	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	4836								
262	260	2075/2	2091/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	4837								
262	260	1038	1046	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4838								
262	260	2077/2	2093/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	4839								
262	260	1039	1047	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	4840								
262	260	2079/2	2095/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4841								
263	261	1040	1048	0.0		0	0	Dynamic	4/4	1	1	0						pp						
263	261	1040	1048	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	4842	pp							
263	261	2081/2	2097/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	4843								
263	261	2083/2	2099/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	4844								
263	261	2085/2	2101/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	4845								
263	261	2087/2	2103/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	4846								
