mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
20	20	59	59	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	277				26						
20	20	119/2	119/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	278										
21	21	61	61	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	279						1				
21	21	123/2	123/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	280						1				
21	21	247/4	247/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	281						1				
21	21	62	62	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	282						1				
21	21	249/4	249/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	283						1				
21	21	125/2	125/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	284						1				
21	21	60	60	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	285				27						
21	21	121/2	121/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	286				27						
21	21	61	61	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	287				27						
21	21	123/2	123/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	288				27						
21	21	62	62	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	289				27						
21	21	125/2	125/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	290										
22	22	64	64	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	291						1				
22	22	129/2	129/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	292						1				
22	22	259/4	259/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	293						1				
22	22	65	65	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	294						1				
22	22	261/4	261/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	295						1				
22	22	131/2	131/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	296						1				
22	22	63	63	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	297				28						
22	22	127/2	127/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	298				28						
22	22	64	64	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	299										
22	22	129/2	129/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	300				29						
22	22	65	65	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	301				29						
22	22	131/2	131/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	302										
23	23	66	66	0.0		0	0	Spanner	6/8	1	1	0														
23	23	66	66	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	303										
23	23	265/4	265/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	304										
23	23	133/2	133/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	305										
23	23	267/4	267/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	306										
23	23	67	67	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	307										
23	23	269/4	269/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	308										
23	23	135/2	135/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	309										
23	23	271/4	271/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	310										
23	23	68	68	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	311										
23	23	273/4	273/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	312										
23	23	137/2	137/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	313										
23	23	275/4	275/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	314										
23	23	66	66	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	315				30						
23	23	133/2	133/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	316				30						
23	23	67	67	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	317				30						
23	23	135/2	135/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	318				30						
23	23	68	68	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	319				30						
23	23	137/2	137/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	320										
24	24	69	69	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	321										
24	24	277/4	277/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	322										
24	24	139/2	139/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	323										
24	24	279/4	279/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	324										
24	24	70	70	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	325										
24	24	281/4	281/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	326										
24	24	141/2	141/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	327										
24	24	283/4	283/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	328										
24	24	71	71	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	329										
24	24	285/4	285/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	330										
24	24	143/2	143/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	331										
24	24	287/4	287/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	332										
24	24	69	69	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	333				31						
24	24	139/2	139/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	334				31						
24	24	70	70	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	335				31						
24	24	141/2	141/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	336				31						
24	24	71	71	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	337				31						
24	24	143/2	143/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0						sf								
24	24	143/2	143/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	338										
25	25	72	72	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	339										
25	25	289/4	289/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	340										
25	25	145/2	145/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	341										
25	25	291/4	291/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	342										
25	25	73	73	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	343										
25	25	293/4	293/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	344										
25	25	147/2	147/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	345										
25	25	295/4	295/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	346										
25	25	74	74	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	347										
25	25	297/4	297/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	348										
25	25	149/2	149/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	349										
25	25	299/4	299/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	350										
25	25	72	72	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	351				32						
25	25	145/2	145/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	352				32						
25	25	73	73	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	353										
25	25	147/2	147/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	354				33						
25	25	74	74	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	355				33						
25	25	149/2	149/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	356										
26	26	75	75	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	357										
26	26	301/4	301/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	358										
26	26	151/2	151/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	359										
26	26	303/4	303/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	360										
26	26	76	76	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	361										
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	362										
26	26	153/2	153/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	363										
26	26	307/4	307/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	364										
26	26	77	77	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	365										
26	26	309/4	309/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	366										
26	26	155/2	155/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	367										
26	26	311/4	311/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	368										
26	26	75	75	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	369				34						
26	26	151/2	151/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	370				34						
26	26	76	76	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	371				34						
26	26	153/2	153/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	372				34						
26	26	77	77	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	373				34						
26	26	155/2	155/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0						sf								
26	26	155/2	155/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	374										
27	27	78	78	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	375										
27	27	313/4	313/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	376										
27	27	157/2	157/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	377										
27	27	315/4	315/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	378										
27	27	79	79	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	379										
27	27	317/4	317/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	380										
27	27	159/2	159/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	381										
27	27	319/4	319/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	382										
27	27	80	80	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	383										
27	27	321/4	321/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	384										
27	27	161/2	161/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	385										
27	27	323/4	323/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	386										
27	27	78	78	0.0		0	0	Dynamic	6/8	2	1	0						sf								
27	27	78	78	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	387				35						
27	27	157/2	157/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	388				35						
27	27	79	79	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	389				35						
27	27	159/2	159/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						sf		35						
27	27	159/2	159/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	390				35						
27	27	80	80	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	391				35						
27	27	161/2	161/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	392										
27	27	159/2	159/2	1.0		3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	393										
28	28	81	81	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	394										
28	28	325/4	325/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	395										
28	28	163/2	163/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	396										
28	28	327/4	327/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	397										
28	28	82	82	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	398										
28	28	329/4	329/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	399										
28	28	165/2	165/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	400										
28	28	331/4	331/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	401										
28	28	83	83	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	402										
28	28	333/4	333/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	403										
28	28	167/2	167/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	404										
28	28	335/4	335/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	405										
28	28	81	81	0.0		0	0	Dynamic	6/8	2	1	0						sf								
28	28	81	81	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	406				36						
28	28	163/2	163/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	407				36						
28	28	82	82	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	408										
28	28	165/2	165/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						sf								
28	28	165/2	165/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	409				37						
28	28	83	83	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	410				37						
28	28	167/2	167/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	411										
29	29	84	84	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	412	ff									
29	29	337/4	337/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	413										
29	29	169/2	169/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	414										
29	29	339/4	339/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	415										
29	29	85	85	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	416										
29	29	341/4	341/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	417										
29	29	171/2	171/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	418										
29	29	343/4	343/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	419										
29	29	86	86	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	420										
29	29	345/4	345/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	421										
29	29	173/2	173/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	422										
29	29	347/4	347/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	423										
29	29	84	84	0.0		0	0	Spanner	6/8	2	1	0													0	0
29	29	84	84	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	424									0	0
29	29	169/2	169/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	425									0	0
29	29	85	85	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	426									0	0
29	29	171/2	171/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	427									0	0
29	29	86	86	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	428									0	0
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	429									0	0
30	30	87	87	0.0		0	0	Spanner	6/8	1	1	0											0			
30	30	87	87	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	430							0			
30	30	349/4	349/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	431							0			
30	30	175/2	175/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	432							0			
30	30	351/4	351/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	433							0			
30	30	88	88	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	434							0			
30	30	353/4	353/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	435							0			
30	30	177/2	177/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	436							0			
30	30	355/4	355/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	437							0			
30	30	89	89	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	438							0			
30	30	357/4	357/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	439							0			
30	30	179/2	179/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	440							0			
30	30	359/4	359/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	441							0			
30	30	87	87	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	442									0	0
30	30	175/2	175/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	443									0	0
30	30	88	88	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	444									0	0
30	30	177/2	177/2	0.0		3/8	3/8	Spanner	6/8	2	1	0														
30	30	177/2	177/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	445										
30	30	89	89	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	446										
30	30	179/2	179/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	447										
31	31	90	90	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	448							0			
31	31	361/4	361/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	449							0			
31	31	181/2	181/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	450							0			
31	31	363/4	363/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	451							0			
31	31	91	91	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	452							0			
31	31	365/4	365/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	453							0			
31	31	183/2	183/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														
31	31	183/2	183/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	454										
31	31	367/4	367/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	455										
31	31	92	92	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	456										
31	31	369/4	369/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	457										
31	31	185/2	185/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	458										
31	31	371/4	371/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	459										
31	31	90	90	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	460										
31	31	181/2	181/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	461										
31	31	91	91	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	462										
31	31	183/2	183/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	463										
31	31	92	92	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	464										
31	31	185/2	185/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	465										
32	32	93	93	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	466										
32	32	373/4	373/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	467										
32	32	187/2	187/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	468										
32	32	375/4	375/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	469										
32	32	94	94	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	470										
32	32	377/4	377/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	471										
32	32	189/2	189/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	472										
32	32	379/4	379/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	473										
32	32	95	95	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	474										
32	32	381/4	381/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	475										
32	32	191/2	191/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	476										
32	32	383/4	383/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	477										
32	32	93	93	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	478										
32	32	187/2	187/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	479										
32	32	94	94	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	480										
32	32	189/2	189/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	481										
32	32	95	95	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	482										
32	32	191/2	191/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	483										
33	33	96	96	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	484										
33	33	385/4	385/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	485										
33	33	193/2	193/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	486										
33	33	387/4	387/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	487										
33	33	97	97	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	488										
33	33	389/4	389/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	489										
33	33	195/2	195/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	490										
33	33	391/4	391/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	491										
33	33	98	98	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	492										
33	33	393/4	393/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	493										
33	33	197/2	197/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	494										
33	33	395/4	395/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	495										
33	33	96	96	0.0		0	0	Spanner	6/8	2	1	0													1	1
33	33	96	96	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	496									1	1
33	33	193/2	193/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	497									1	1
33	33	97	97	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	498									1	1
33	33	195/2	195/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	499									1	1
33	33	98	98	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	500									1	1
33	33	197/2	197/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	501									1	1
34	34	99	99	0.0		0	0	Spanner	6/8	1	1	0											1			
34	34	99	99	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	502							1			
34	34	397/4	397/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	503							1			
34	34	199/2	199/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	504							1			
34	34	399/4	399/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	505							1			
34	34	100	100	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	506							1			
34	34	401/4	401/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	507							1			
34	34	201/2	201/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	508							1			
34	34	403/4	403/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	509							1			
34	34	101	101	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	510							1			
34	34	405/4	405/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	511							1			
34	34	203/2	203/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	512							1			
34	34	407/4	407/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	513							1			
34	34	99	99	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	514									1	1
34	34	199/2	199/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	515									1	1
34	34	100	100	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	516									1	1
34	34	201/2	201/2	0.0		3/8	3/8	Spanner	6/8	2	1	0														
34	34	201/2	201/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	517										
34	34	101	101	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	518										
34	34	203/2	203/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	519										
35	35	102	102	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	520							1			
35	35	409/4	409/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	521							1			
35	35	205/2	205/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	522							1			
35	35	411/4	411/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	523							1			
35	35	103	103	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	524							1			
35	35	413/4	413/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	525							1			
35	35	207/2	207/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														
35	35	207/2	207/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	526										
35	35	415/4	415/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	527										
35	35	104	104	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	528										
35	35	417/4	417/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	529										
35	35	209/2	209/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	530										
35	35	419/4	419/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	531										
35	35	102	102	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	532										
35	35	205/2	205/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	533										
35	35	103	103	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	534										
35	35	207/2	207/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	535										
35	35	104	104	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	536										
35	35	209/2	209/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	537										
36	36	105	105	0.16666666666666666		0	0	Chord	6/8	1	1	1/24		1/16	2/3	538										
36	36	631/6	631/6	0.16666666666666666		1/24	1/24	Chord	6/8	1	1	1/24		1/16	2/3	539										
36	36	316/3	316/3	0.16666666666666666		1/12	1/12	Chord	6/8	1	1	1/24		1/16	2/3	540										
36	36	211/2	211/2	0.16666666666666666		1/8	1/8	Chord	6/8	1	1	1/24		1/16	2/3	541										
36	36	317/3	317/3	0.16666666666666666		1/6	1/6	Chord	6/8	1	1	1/24		1/16	2/3	542										
36	36	635/6	635/6	0.16666666666666666		5/24	5/24	Chord	6/8	1	1	1/24		1/16	2/3	543										
36	36	106	106	0.16666666666666666		1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	544										
36	36	637/6	637/6	0.16666666666666666		7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	545										
36	36	319/3	319/3	0.16666666666666666		1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	546										
36	36	213/2	213/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	547										
36	36	427/4	427/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	548										
36	36	107	107	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	549										
36	36	429/4	429/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	550										
