mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
153	152	607	611	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2474						
153	152	1215/2	1223/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2475						
153	152	604	608	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2476						
153	152	1209/2	1217/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2477						
153	152	605	609	0.16666666666666666		1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	2478						
153	152	3631/6	3655/6	0.16666666666666666		7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	2479						
153	152	1816/3	1828/3	0.16666666666666666		1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	2480						
153	152	1211/2	1219/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	2481						
153	152	1817/3	1829/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	2482						
153	152	3635/6	3659/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	2483						
153	152	606	610	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2484			articStaccatoAbove			
153	152	607	611	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2485			articStaccatoAbove			
154	153	608	612	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2486	f					
154	153	609	613	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	2487						
154	153	3655/6	3679/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	2488						
154	153	1828/3	1840/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	2489						
154	153	1219/2	1227/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	2490						
154	153	1829/3	1841/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	2491						
154	153	3659/6	3683/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	2492						
154	153	610	614	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2493			articStaccatoAbove			
154	153	611	615	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2494			articStaccatoAbove			
154	153	608	612	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2495						
154	153	1217/2	1225/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2496						
154	153	609	613	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2497						
154	153	1219/2	1227/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2498						
154	153	610	614	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2499						
154	153	1221/2	1229/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2500						
154	153	611	615	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2501						
154	153	1223/2	1231/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2502						
155	154	612	616	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2503				130		
155	154	1225/2	1233/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2504						
155	154	613	617	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2505						
155	154	615	619	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2506						
155	154	612	616	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2507						
155	154	1225/2	1233/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2508						
155	154	613	617	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2509						
155	154	1227/2	1235/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2510						
155	154	614	618	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2511						
155	154	1229/2	1237/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2512						
155	154	615	619	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2513						
155	154	1231/2	1239/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2514						
156	155	616	620	0.0		0	0	Dynamic	4/4	1	1	0						p				
156	155	616	620	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2515						
156	155	1235/2	1243/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2516						
156	155	618	622	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2517						
156	155	1239/2	1247/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2518						
156	155	616	620	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2519						
156	155	1233/2	1241/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2520						
156	155	617	621	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2521						
156	155	1235/2	1243/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2522						
156	155	618	622	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2523						
156	155	1237/2	1245/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2524						
156	155	619	623	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2525						
156	155	1239/2	1247/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2526						
157	156	620	624	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2527						
157	156	621	625	0.0		1/4	1/4	Dynamic	4/4	1	1	0						f				
157	156	621	625	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	2528						
157	156	3727/6	3751/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	2529						
157	156	1864/3	1876/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	2530						
157	156	1243/2	1251/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	2531						
157	156	1865/3	1877/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	2532						
157	156	3731/6	3755/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	2533						
157	156	622	626	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2534			articStaccatoAbove			
157	156	623	627	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2535			articStaccatoAbove			
157	156	620	624	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2536						
157	156	1241/2	1249/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2537						
157	156	621	625	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2538						
157	156	1243/2	1251/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2539						
157	156	622	626	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2540						
157	156	1245/2	1253/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2541						
157	156	623	627	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2542						
157	156	1247/2	1255/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2543						
158	157	624	628	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2544				131		
158	157	1249/2	1257/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2545						
158	157	625	629	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2546						
158	157	627	631	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2547						
158	157	624	628	0.0		0	0	Dynamic	4/4	2	1	0						f				
158	157	624	628	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2548						
158	157	1249/2	1257/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2549						
158	157	625	629	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2550						
158	157	1251/2	1259/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2551						
158	157	626	630	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2552						
158	157	1253/2	1261/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2553						
158	157	627	631	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2554						
158	157	1255/2	1263/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2555						
159	158	628	632	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2556				132		
159	158	1257/2	1265/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2557						
159	158	629	633	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2558						
159	158	631	635	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2559						
159	158	628	632	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2560						
159	158	1257/2	1265/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2561						
159	158	629	633	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2562						
159	158	1259/2	1267/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2563						
159	158	630	634	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2564						
159	158	1261/2	1269/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2565						
159	158	631	635	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2566						
159	158	1263/2	1271/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2567						
160	159	634	638	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2568						
160	159	632	636	0.0		0	0	Dynamic	4/4	1	2	0						sf				
160	159	632	636	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	2569				133		
160	159	1265/2	1273/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	2570						
160	159	633	637	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	2571			articStaccatoBelow			
160	159	1267/2	1275/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2572			articStaccatoBelow			
160	159	1269/2	1277/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	2573			articStaccatoBelow			
160	159	635	639	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	2574			articStaccatoBelow			
160	159	1271/2	1279/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	2575			articStaccatoBelow			
160	159	632	636	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	2576						
160	159	634	638	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2577						
160	159	632	636	4.0		0	0	Chord	4/4	2	2	1		1	1	2578						
161	160	636	640	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	2579						
161	160	1277/2	1285/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2580			articStaccatoAbove			
161	160	639	643	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2581			articStaccatoAbove			
161	160	1279/2	1287/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2582			articStaccatoAbove			
161	160	636	640	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	2583				134		
161	160	1273/2	1281/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	2584						
161	160	637	641	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	2585			articStaccatoBelow			
161	160	1275/2	1283/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2586			articStaccatoBelow			
161	160	638	642	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	2587						
161	160	636	640	0.0		0	0	Dynamic	4/4	2	1	0						sf				
161	160	636	640	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	2588						
161	160	638	642	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2589						
162	161	640	644	0.0		0	0	Dynamic	4/4	1	1	0						ff				
162	161	640	644	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	2590			articStaccatoBelow			
162	161	1921/3	1933/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2591			articStaccatoBelow			
162	161	1922/3	1934/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2592			articStaccatoBelow			
162	161	641	645	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2593			articStaccatoBelow			
162	161	1924/3	1936/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2594			articStaccatoBelow			
162	161	1925/3	1937/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2595			articStaccatoBelow			
162	161	642	646	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2596			articStaccatoBelow			
162	161	1927/3	1939/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2597			articStaccatoBelow			
162	161	1928/3	1940/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2598			articStaccatoBelow			
162	161	643	647	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
162	161	643	647	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2599				135		
162	161	1930/3	1942/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2600						
162	161	1931/3	1943/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2601			articStaccatoBelow			
162	161	640	644	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2602						
162	161	643	647	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2603						
162	161	2575/4	2591/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2604						
163	162	1933/3	1945/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2605			articStaccatoBelow			
163	162	1934/3	1946/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2606			articStaccatoBelow			
163	162	645	649	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2607			articStaccatoBelow			
163	162	1936/3	1948/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2608			articStaccatoBelow			
163	162	1937/3	1949/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2609			articStaccatoBelow			
163	162	646	650	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2610			articStaccatoBelow			
163	162	1939/3	1951/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2611			articStaccatoBelow			
163	162	1940/3	1952/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2612			articStaccatoBelow			
163	162	647	651	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
163	162	647	651	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2613				136		
163	162	1942/3	1954/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2614						
163	162	1943/3	1955/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2615			articStaccatoBelow			
163	162	644	648	0.0		0	0	Dynamic	4/4	2	1	0						sf				
163	162	644	648	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2616						
163	162	647	651	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2617						
163	162	2591/4	2607/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2618						
164	163	1945/3	1957/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2619			articStaccatoBelow			
164	163	1946/3	1958/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2620			articStaccatoBelow			
164	163	649	653	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2621			articStaccatoBelow			
164	163	1948/3	1960/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2622			articStaccatoBelow			
164	163	1949/3	1961/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2623			articStaccatoBelow			
164	163	650	654	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2624			articStaccatoBelow			
164	163	1951/3	1963/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2625			articStaccatoBelow			
164	163	1952/3	1964/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2626			articStaccatoBelow			
164	163	651	655	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2627			articStaccatoBelow			
164	163	1954/3	1966/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2628			articStaccatoBelow			
164	163	1955/3	1967/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2629			articStaccatoBelow			
164	163	648	652	0.0		0	0	Dynamic	4/4	2	1	0						sf				
164	163	648	652	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2630						
164	163	651	655	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2631						
164	163	2607/4	2623/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2632						
165	164	1957/3	1969/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2633				137		
165	164	1958/3	1970/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2634						
165	164	653	657	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf				
165	164	653	657	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2635			articStaccatoAbove			
165	164	1960/3	1972/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2636				138		
165	164	1961/3	1973/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2637						
165	164	654	658	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf				
165	164	654	658	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2638			articStaccatoAbove			
165	164	1963/3	1975/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2639				139		
165	164	1964/3	1976/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2640						
165	164	655	659	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
165	164	655	659	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2641			articStaccatoAbove			
165	164	1966/3	1978/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2642				140		
165	164	1967/3	1979/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2643						
165	164	652	656	0.0		0	0	Dynamic	4/4	2	1	0						sf				
165	164	652	656	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2644						
165	164	655	659	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2645						
165	164	2623/4	2639/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2646						
166	165	656	660	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	2647			articStaccatoBelow			
166	165	1969/3	1981/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2648			articStaccatoBelow			
166	165	1970/3	1982/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2649			articStaccatoBelow			
166	165	657	661	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2650			articStaccatoBelow			
166	165	1972/3	1984/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2651			articStaccatoBelow			
166	165	1973/3	1985/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2652			articStaccatoBelow			
166	165	658	662	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2653			articStaccatoBelow			
166	165	1975/3	1987/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2654			articStaccatoBelow			
166	165	1976/3	1988/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2655			articStaccatoBelow			
166	165	659	663	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
166	165	659	663	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2656				141		
166	165	1978/3	1990/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2657						
166	165	1979/3	1991/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2658			articStaccatoBelow			
166	165	656	660	0.0		0	0	Dynamic	4/4	2	1	0						sf				
166	165	656	660	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2659						
166	165	657	661	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf				
166	165	657	661	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2660						
166	165	659	663	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2661						
166	165	2639/4	2655/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2662						
167	166	1981/3	1993/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2663			articStaccatoBelow			
167	166	1982/3	1994/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2664			articStaccatoBelow			
167	166	661	665	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2665			articStaccatoAbove			
167	166	1984/3	1996/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2666			articStaccatoAbove			
167	166	1985/3	1997/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2667			articStaccatoAbove			
167	166	662	666	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2668			articStaccatoAbove			
167	166	1987/3	1999/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2669			articStaccatoAbove			
167	166	1988/3	2000/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2670			articStaccatoAbove			
167	166	663	667	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2671			articStaccatoAbove			
167	166	1990/3	2002/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2672			articStaccatoAbove			
167	166	1991/3	2003/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2673			articStaccatoAbove			
167	166	660	664	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2674						
167	166	661	665	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf				
167	166	661	665	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2675						
167	166	663	667	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2676						
167	166	2655/4	2671/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2677						
168	167	1993/3	2005/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2678			articStaccatoAbove			
168	167	1994/3	2006/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2679			articStaccatoAbove			
168	167	665	669	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2680			articStaccatoAbove			
168	167	1996/3	2008/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2681			articStaccatoAbove			
168	167	1997/3	2009/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2682			articStaccatoAbove			
168	167	666	670	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2683			articStaccatoAbove			
168	167	1999/3	2011/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2684			articStaccatoAbove			
168	167	2000/3	2012/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2685			articStaccatoAbove			
168	167	667	671	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
168	167	667	671	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2686				142		
168	167	2002/3	2014/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2687						
168	167	2003/3	2015/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2688			articStaccatoAbove			
168	167	664	668	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2689						
168	167	665	669	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf				
168	167	665	669	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2690						
168	167	667	671	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2691						
168	167	2671/4	2687/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2692						
169	168	2005/3	2017/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2693			articStaccatoAbove			
169	168	2006/3	2018/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2694			articStaccatoAbove			
169	168	669	673	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2695			articStaccatoAbove			
169	168	2008/3	2020/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2696			articStaccatoAbove			
169	168	2009/3	2021/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2697			articStaccatoAbove			
169	168	670	674	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2698			articStaccatoAbove			
169	168	2011/3	2023/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2699			articStaccatoAbove			
169	168	2012/3	2024/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2700			articStaccatoAbove			
169	168	671	675	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2701			articStaccatoAbove			
169	168	2014/3	2026/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2702			articStaccatoAbove			
169	168	2015/3	2027/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2703			articStaccatoAbove			
169	168	668	672	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2704						
169	168	669	673	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf				
169	168	669	673	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2705						
169	168	671	675	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2706						
