mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
164	163	653/2	653/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2462		
164	163	980/3	980/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2463		
164	163	1961/6	1961/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2464		
164	163	325	325	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2465		
165	164	327	327	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2466		
165	164	2617/8	2617/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2467		
165	164	1309/4	1309/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2468		
165	164	2619/8	2619/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2469		
165	164	655/2	655/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2470		
165	164	2621/8	2621/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2471		
165	164	1311/4	1311/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2472		
165	164	2623/8	2623/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2473		
165	164	328	328	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2474		
165	164	1969/6	1969/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2475		
165	164	985/3	985/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2476		
165	164	657/2	657/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2477	>	
165	164	1315/4	1315/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2478		
165	164	327	327	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2479		
166	165	329	329	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2480	p	
166	165	1975/6	1975/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2481		
166	165	988/3	988/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2482		
166	165	659/2	659/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2483		
166	165	989/3	989/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2484		
166	165	1979/6	1979/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2485		
166	165	330	330	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2486		
166	165	1981/6	1981/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2487		
166	165	991/3	991/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2488		
166	165	661/2	661/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2489		
166	165	992/3	992/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2490		
166	165	1985/6	1985/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2491		
166	165	329	329	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2492		
166	165	1317/4	1317/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2493		
166	165	659/2	659/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2494		
166	165	1319/4	1319/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2495		
166	165	330	330	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2496		
166	165	1321/4	1321/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2497		
166	165	661/2	661/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2498		
166	165	1323/4	1323/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2499		
166	165	659/2	659/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2500		
166	165	330	330	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2501		
166	165	661/2	661/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2502		
167	166	331	331	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2503		
167	166	663/2	663/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2504		
167	166	332	332	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2505		
167	166	1329/4	1329/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2506		
167	166	665/2	665/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2507		
167	166	1331/4	1331/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2508		
167	166	331	331	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2509		
167	166	1325/4	1325/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2510		
167	166	663/2	663/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2511		
167	166	1327/4	1327/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2512		
167	166	332	332	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2513		
167	166	1329/4	1329/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2514		
167	166	665/2	665/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2515		
167	166	1331/4	1331/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2516		
167	166	331	331	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	2517		
168	167	333	333	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2518		
168	167	1999/6	1999/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2519		
168	167	1000/3	1000/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2520		
168	167	667/2	667/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2521		
168	167	1001/3	1001/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2522		
168	167	2003/6	2003/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2523		
168	167	334	334	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2524		
168	167	2005/6	2005/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2525		
168	167	1003/3	1003/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2526		
168	167	669/2	669/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2527		
168	167	1004/3	1004/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2528		
168	167	2009/6	2009/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2529		
168	167	333	333	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2530		
168	167	1333/4	1333/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2531		
168	167	667/2	667/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2532		
168	167	1335/4	1335/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2533		
168	167	334	334	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2534		
168	167	1337/4	1337/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2535		
168	167	669/2	669/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2536		
168	167	1339/4	1339/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2537		
168	167	333	333	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2538		
168	167	667/2	667/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2539		
168	167	334	334	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2540		
168	167	669/2	669/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2541		
169	168	335	335	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2542		
169	168	671/2	671/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2543		
169	168	336	336	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2544	<	
169	168	2017/6	2017/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2545		
169	168	1009/3	1009/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2546		
169	168	673/2	673/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2547		
169	168	1010/3	1010/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2548		
169	168	2021/6	2021/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2549		
169	168	335	335	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2550		
169	168	1341/4	1341/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2551		
169	168	671/2	671/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2552		
169	168	1343/4	1343/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2553		
169	168	336	336	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2554		
169	168	1345/4	1345/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2555		
169	168	673/2	673/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2556		
169	168	1347/4	1347/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2557		
169	168	335	335	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	2558		
169	168	673/2	673/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2559		
170	169	337	337	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2560		
170	169	2023/6	2023/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2561		
170	169	1012/3	1012/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2562		
170	169	675/2	675/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2563		
170	169	1013/3	1013/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2564		
170	169	2027/6	2027/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2565		
170	169	338	338	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2566		
170	169	2029/6	2029/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2567		
170	169	1015/3	1015/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2568		
170	169	677/2	677/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2569		
170	169	1016/3	1016/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2570		
170	169	2033/6	2033/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2571		
170	169	337	337	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2572		
170	169	1349/4	1349/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2573		
170	169	675/2	675/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2574		
170	169	1351/4	1351/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2575		
170	169	338	338	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2576		
170	169	1353/4	1353/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2577		
170	169	677/2	677/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2578		
170	169	1355/4	1355/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2579		
170	169	337	337	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2580		
170	169	675/2	675/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2581		
170	169	338	338	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2582		
170	169	677/2	677/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2583		
171	170	339	339	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2584		
171	170	2035/6	2035/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2585		
171	170	1018/3	1018/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2586		
171	170	679/2	679/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2587		
171	170	1019/3	1019/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2588		
171	170	2039/6	2039/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2589		
171	170	340	340	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2590	p	
171	170	2721/8	2721/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2591		
171	170	1361/4	1361/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2592		
171	170	2723/8	2723/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2593		
171	170	681/2	681/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2594	<	
171	170	2725/8	2725/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2595		
171	170	1363/4	1363/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2596		
171	170	2727/8	2727/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2597		
171	170	339	339	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2598		
171	170	1357/4	1357/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2599		
171	170	679/2	679/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2600		
171	170	1359/4	1359/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2601		
171	170	340	340	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2602		
171	170	1361/4	1361/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2603		
171	170	681/2	681/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2604		
171	170	1363/4	1363/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2605		
171	170	339	339	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2606		
171	170	679/2	679/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2607		
171	170	340	340	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2608		
171	170	681/2	681/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2609		
172	171	341	341	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2610		
172	171	2729/8	2729/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2611		
172	171	1365/4	1365/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2612		
172	171	2731/8	2731/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2613		
172	171	683/2	683/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2614		
172	171	2733/8	2733/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2615		
172	171	1367/4	1367/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2616		
172	171	2735/8	2735/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2617		
172	171	342	342	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2618	f	
172	171	2737/8	2737/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2619		
172	171	1369/4	1369/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2620		
172	171	2739/8	2739/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2621		
172	171	685/2	685/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2622		
172	171	2741/8	2741/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2623		
172	171	1371/4	1371/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2624		
172	171	2743/8	2743/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2625		
172	171	341	341	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2626		
172	171	1365/4	1365/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2627		
172	171	683/2	683/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2628		
172	171	1367/4	1367/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2629		
172	171	342	342	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2630		
172	171	1369/4	1369/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2631		
172	171	685/2	685/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2632		
172	171	1371/4	1371/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2633		
172	171	341	341	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2634		
172	171	683/2	683/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2635		
172	171	342	342	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2636		
172	171	685/2	685/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2637		
173	172	343	343	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2638	p	
173	172	687/2	687/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2639		
173	172	1377/4	1377/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2640		
173	172	689/2	689/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2641		
173	172	1379/4	1379/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2642		
173	172	343	343	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2643		
173	172	1373/4	1373/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2644		
173	172	687/2	687/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2645		
173	172	1375/4	1375/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2646		
173	172	344	344	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2647		
173	172	343	343	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2648		
173	172	344	344	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2649		
174	173	2071/6	2071/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2650		articStaccatoBelow
174	173	1036/3	1036/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2651		articStaccatoBelow
174	173	1037/3	1037/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2652		articStaccatoBelow
174	173	2075/6	2075/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2653		articStaccatoBelow
174	173	2077/6	2077/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2654		articStaccatoBelow
174	173	1039/3	1039/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2655		articStaccatoBelow
174	173	1040/3	1040/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2656		articStaccatoBelow
174	173	2081/6	2081/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2657		articStaccatoBelow
174	173	345	345	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2658		
174	173	1381/4	1381/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2659		
174	173	691/2	691/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2660		
174	173	1383/4	1383/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2661		
174	173	346	346	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2662		
174	173	1385/4	1385/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2663		
174	173	693/2	693/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2664		
174	173	1387/4	1387/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2665		
174	173	345	345	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2666		
174	173	691/2	691/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2667		
174	173	346	346	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2668		
174	173	693/2	693/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2669		
175	174	347	347	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2670		
175	174	695/2	695/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	2671		
175	174	1393/4	1393/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2672		
175	174	697/2	697/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2673		
175	174	1395/4	1395/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2674		
175	174	347	347	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2675		
175	174	1389/4	1389/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2676		
175	174	695/2	695/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2677		
175	174	1391/4	1391/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2678		
175	174	348	348	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2679		
175	174	1393/4	1393/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2680		
175	174	697/2	697/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2681		
175	174	1395/4	1395/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2682		
175	174	347	347	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	2683		
176	175	2095/6	2095/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2684		articStaccatoBelow
176	175	1048/3	1048/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2685		articStaccatoBelow
176	175	1049/3	1049/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2686		articStaccatoBelow
176	175	2099/6	2099/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2687		articStaccatoBelow
176	175	2101/6	2101/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2688		articStaccatoBelow
176	175	1051/3	1051/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2689		articStaccatoBelow
176	175	1052/3	1052/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2690		articStaccatoBelow
176	175	2105/6	2105/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2691		articStaccatoBelow
176	175	349	349	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2692		
176	175	1397/4	1397/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2693		
176	175	699/2	699/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2694		
176	175	1399/4	1399/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2695		
176	175	350	350	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2696		
176	175	1401/4	1401/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2697		
176	175	701/2	701/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2698		
176	175	1403/4	1403/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2699		
176	175	349	349	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2700		
176	175	699/2	699/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2701		
176	175	350	350	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2702		
176	175	701/2	701/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2703		
177	176	351	351	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2704		
177	176	703/2	703/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2705		
177	176	352	352	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2706		
177	176	2113/6	2113/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2707		
177	176	1057/3	1057/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2708		
177	176	705/2	705/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2709		
177	176	1058/3	1058/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2710		
177	176	2117/6	2117/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2711		
177	176	351	351	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	2712		
177	176	703/2	703/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	2713		
177	176	352	352	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	2714		
177	176	705/2	705/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	2715		
177	176	351	351	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2716		
177	176	1405/4	1405/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2717		
177	176	703/2	703/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2718		
177	176	1407/4	1407/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2719		
177	176	352	352	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2720		
177	176	1409/4	1409/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2721		
177	176	705/2	705/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2722		
177	176	1411/4	1411/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2723		
177	176	351	351	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	2724		
177	176	705/2	705/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2725		
178	177	353	353	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2726		
178	177	2119/6	2119/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2727		
178	177	1060/3	1060/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2728		
